Date,Google,Translate,Docs,Okay google,gmail,Earth,Hangout,Maps,Street View,Classroom,Chrome,Wallet,Cardboard,Drive,Nexus,Gravity,Slides,Price
1/17/17,96,97,78,54,93,89,74,87,90,88,98,80,63,94,81,67,75,805.02002
1/18/17,97,99,80,54,91,91,78,87,94,92,99,82,54,91,82,73,79,819.309998
1/19/17,96,95,82,53,89,89,79,86,88,95,97,78,60,90,77,79,84,823.869995
1/20/17,93,87,76,25,85,88,76,84,87,87,92,82,48,82,72,77,72,835.669983
1/21/17,79,69,21,5,62,78,48,63,86,9,89,79,62,41,90,39,12,832.150024
1/22/17,80,77,27,5,59,80,56,59,87,14,87,77,65,48,91,42,16,823.309998
1/23/17,94,95,78,5,93,88,82,87,89,91,94,71,51,90,78,68,73,802.320007
1/24/17,96,97,80,4,91,91,86,87,87,92,97,74,52,91,76,75,78,796.789978
1/25/17,95,96,82,4,90,89,79,86,87,93,97,75,53,89,76,71,79,795.695007
1/26/17,96,93,84,4,85,91,84,86,85,96,98,74,53,91,74,88,82,798.530029
1/27/17,93,86,76,4,84,88,82,85,86,87,98,87,57,83,79,80,71,801.48999
1/28/17,79,68,21,4,61,80,57,65,90,9,91,87,62,40,94,39,11,801.340027
1/29/17,81,75,26,4,59,80,51,59,87,13,88,81,55,46,91,40,15,806.969971
1/30/17,94,93,80,3,91,84,78,85,86,92,93,81,50,90,78,63,73,808.380005
1/31/17,96,96,86,4,94,89,84,86,87,97,96,71,46,94,81,73,80,809.559998
2/1/17,95,96,86,3,91,90,82,86,86,96,98,81,50,93,76,73,82,813.669983
2/2/17,97,95,89,4,91,90,81,86,93,100,96,83,54,94,80,77,85,819.23999
2/3/17,94,88,80,4,87,89,80,86,90,93,94,83,49,86,74,80,78,820.450012
2/4/17,79,69,21,4,64,80,55,63,90,9,90,83,49,44,87,41,13,818.97998
2/5/17,78,76,27,4,58,80,50,58,100,14,86,69,56,47,83,33,16,824.159973
2/6/17,93,94,79,4,91,87,72,81,87,93,93,64,50,91,79,66,77,828.070007
2/7/17,96,97,88,4,95,92,89,86,88,97,99,76,44,95,76,80,85,831.659973
2/8/17,97,99,89,4,95,94,84,86,90,98,100,70,49,95,74,74,86,830.76001
2/9/17,96,95,81,4,91,91,83,86,88,87,99,75,52,90,71,78,79,831.330017
2/10/17,92,87,80,4,88,90,83,86,86,90,96,78,47,87,77,85,78,828.640015
2/11/17,80,71,21,5,63,81,54,65,87,10,92,78,48,42,85,42,12,829.280029
2/12/17,81,77,29,4,60,84,57,61,89,15,89,74,47,49,81,41,18,823.210022
2/13/17,93,96,81,3,92,90,73,87,85,85,93,70,42,91,74,65,75,835.23999
2/14/17,98,98,88,4,93,87,82,85,88,94,96,73,47,94,74,68,83,830.630005
2/15/17,99,97,93,3,95,94,90,88,89,98,96,78,45,95,72,82,90,829.080017
2/16/17,95,96,90,4,92,92,88,88,87,93,95,69,47,95,69,81,88,827.780029
2/17/17,92,89,73,4,87,92,80,89,90,78,93,69,47,81,77,70,69,831.909973
2/18/17,80,71,20,4,64,82,52,67,85,9,89,75,41,43,82,45,12,835.369995
2/19/17,79,79,24,4,60,87,50,64,89,11,87,69,45,48,82,50,14,838.679993
2/20/17,87,91,42,4,94,89,64,86,84,29,89,70,41,70,76,58,32,843.25
2/21/17,95,98,83,9,93,94,81,90,89,84,93,74,44,92,71,77,78,845.539978
2/22/17,96,98,85,13,94,93,82,89,82,89,95,68,42,93,70,82,84,845.619995
2/23/17,100,95,88,52,94,100,80,90,87,91,91,70,39,94,75,100,86,847.200012
2/24/17,97,89,79,69,97,93,84,89,88,85,94,81,44,87,76,94,81,848.780029
2/25/17,81,73,23,78,66,81,53,66,81,10,90,76,44,45,83,55,14,852.119995
2/26/17,81,77,31,71,61,83,50,60,86,15,84,69,44,50,95,46,20,848.400024
2/27/17,94,99,95,62,91,90,79,84,83,98,89,77,41,98,79,77,92,830.460022
2/28/17,97,100,100,63,92,94,86,86,85,100,94,76,40,100,85,81,100,829.590027
3/1/17,97,99,96,65,95,91,89,87,90,94,93,75,50,97,81,81,95,817.580017
3/2/17,98,98,97,63,97,93,86,89,91,97,93,75,42,98,79,82,98,814.429993
3/3/17,95,87,88,68,92,89,87,88,85,92,92,76,43,90,93,84,87,819.51001
3/4/17,78,69,22,75,66,79,53,66,76,10,87,76,43,46,83,50,15,820.919983
3/5/17,80,78,32,70,63,84,50,62,84,15,83,81,46,51,85,49,20,831.409973
3/6/17,96,97,92,60,97,91,80,91,86,93,90,62,43,98,88,84,91,831.5
3/7/17,97,100,97,59,98,92,83,90,88,96,94,70,43,100,81,83,97,829.559998
3/8/17,100,100,94,61,94,91,91,88,84,94,92,61,42,99,76,83,95,838.549988
3/9/17,96,94,95,63,96,89,90,88,91,93,92,65,38,99,83,82,95,834.570007
3/10/17,93,87,80,64,90,88,100,88,88,81,91,71,42,87,78,80,81,831.409973
3/11/17,79,70,21,73,64,77,56,66,84,9,85,78,42,44,85,51,13,827.880005
3/12/17,80,75,29,68,61,81,56,62,84,14,84,76,45,50,82,52,19,824.669983
3/13/17,93,92,81,58,95,89,78,89,86,81,89,73,39,93,73,81,78,824.72998
3/14/17,92,94,71,57,96,88,84,88,84,68,91,71,51,86,72,71,68,823.349976
3/15/17,93,92,76,59,95,87,78,89,86,73,91,80,39,89,68,69,77,824.320007
3/16/17,93,91,84,58,95,88,78,88,87,80,93,84,48,92,68,73,82,823.559998
3/17/17,91,86,71,64,91,87,79,89,89,71,95,83,49,82,66,75,70,837.169983
3/18/17,79,70,21,70,65,80,51,66,83,8,87,65,50,43,70,50,13,836.820007
3/19/17,79,75,30,66,61,83,46,61,91,14,86,69,47,52,75,54,20,838.210022
3/20/17,93,94,84,57,96,90,82,87,86,84,90,74,40,96,66,79,82,841.650024
3/21/17,97,96,88,58,99,95,84,90,96,85,95,70,37,97,79,93,89,843.190002
3/22/17,94,95,88,56,98,92,81,91,95,86,93,66,42,96,80,87,91,862.76001
3/23/17,96,94,90,58,96,92,79,91,92,86,92,63,41,95,73,89,93,872.299988
3/24/17,92,87,76,61,91,89,86,89,95,75,90,71,41,87,70,84,78,871.72998
3/25/17,79,70,22,69,66,78,48,67,90,8,87,68,43,44,81,51,13,874.25
3/26/17,80,77,32,62,62,83,50,63,83,15,85,73,38,52,78,42,21,905.960022
3/27/17,93,93,84,55,99,90,76,89,83,78,89,65,38,95,76,68,82,912.570007
3/28/17,94,95,84,56,96,92,84,89,86,76,92,69,41,95,69,71,86,916.440002
3/29/17,92,97,85,53,99,90,79,89,88,79,92,70,38,94,68,71,87,927.039978
3/30/17,94,96,86,54,100,95,78,91,95,80,92,78,37,93,72,77,88,931.659973
3/31/17,91,86,73,57,94,90,72,100,92,70,92,80,41,83,66,75,73,927.130005
