"","Date","Microsoft","Glasses","Phone","Office 10","Band","Hologram","Surface","Office","Silverlight","Outlook"
"924","2017-01-21",66,33,86,86,60,0,67,75,65,43
"925","2017-01-22",67,65,74,87,75,28,77,80,53,35
"926","2017-01-23",89,43,74,93,68,25,82,95,53,75
"927","2017-01-24",90,57,73,88,80,25,85,95,53,76
"928","2017-01-25",89,57,86,90,82,25,82,93,50,74
"929","2017-01-26",87,44,80,85,83,51,84,90,44,63
"930","2017-01-27",83,66,80,78,53,26,82,81,52,65
"931","2017-01-28",65,58,80,80,75,0,69,76,52,39
"932","2017-01-29",66,33,79,87,52,58,76,77,66,39
"933","2017-01-30",87,57,71,86,70,25,75,93,60,73
"934","2017-01-31",90,43,80,87,70,25,87,94,55,74
"935","2017-02-01",90,57,77,88,62,25,99,92,52,72
"936","2017-02-02",88,43,83,85,66,100,100,90,54,73
"937","2017-02-03",82,30,74,85,66,26,83,83,49,69
"938","2017-02-04",65,37,76,75,73,29,79,72,59,40
"939","2017-02-05",65,24,85,93,49,0,74,78,57,38
"940","2017-02-06",86,42,89,95,78,24,76,94,49,73
"941","2017-02-07",90,49,73,93,59,25,83,97,48,74
"942","2017-02-08",89,21,80,97,60,0,82,95,53,70
"943","2017-02-09",88,57,76,89,75,37,79,91,53,71
"944","2017-02-10",80,59,73,81,65,52,73,83,47,65
"945","2017-02-11",64,62,72,85,64,0,63,70,56,41
"946","2017-02-12",65,57,73,86,55,28,66,80,47,36
"947","2017-02-13",85,28,67,87,52,24,65,89,55,70
"948","2017-02-14",85,21,83,86,61,25,75,88,55,68
"949","2017-02-15",88,43,79,92,50,0,77,90,56,71
"950","2017-02-16",88,65,74,86,52,25,76,91,49,70
"951","2017-02-17",82,52,80,84,51,0,75,84,46,66
"952","2017-02-18",65,37,74,85,43,0,71,71,57,39
"953","2017-02-19",65,33,74,87,71,29,70,77,54,37
"954","2017-02-20",84,57,81,94,59,0,73,90,56,64
"955","2017-02-21",88,42,79,94,56,25,78,94,50,67
"956","2017-02-22",88,64,72,95,59,25,77,92,55,70
"957","2017-02-23",85,43,74,83,51,25,76,88,47,70
"958","2017-02-24",80,45,83,82,51,26,83,83,53,64
"959","2017-02-25",65,100,69,84,53,0,70,72,44,38
"960","2017-02-26",66,49,73,86,56,0,70,79,51,35
"961","2017-02-27",86,43,82,88,74,25,75,90,50,71
"962","2017-02-28",89,43,77,91,65,25,83,92,62,69
"963","2017-03-01",88,42,82,87,63,0,72,90,55,69
"964","2017-03-02",88,42,75,92,43,24,75,92,45,68
"965","2017-03-03",81,37,70,79,59,26,71,82,44,63
"966","2017-03-04",63,24,72,85,53,28,63,72,47,38
"967","2017-03-05",65,36,73,86,50,0,65,78,54,35
"968","2017-03-06",85,28,65,92,54,48,78,96,48,72
"969","2017-03-07",98,42,82,90,48,0,76,96,57,98
"970","2017-03-08",88,49,78,95,58,48,73,91,66,70
"971","2017-03-09",87,28,69,86,58,50,82,89,72,68
"972","2017-03-10",80,36,62,80,39,25,71,80,57,63
"973","2017-03-11",63,24,69,80,50,0,72,73,62,38
"974","2017-03-12",64,32,65,85,55,0,65,77,71,35
"975","2017-03-13",84,42,70,87,69,49,69,90,58,68
"976","2017-03-14",88,35,71,90,43,24,72,94,66,67
"977","2017-03-15",88,35,69,91,54,0,72,91,94,69
"978","2017-03-16",85,63,69,86,53,24,74,89,89,67
"979","2017-03-17",79,44,69,90,55,26,69,82,91,62
"980","2017-03-18",63,24,65,79,49,28,62,71,100,37
"981","2017-03-19",64,24,68,86,71,28,69,75,97,36
"982","2017-03-20",86,28,71,85,40,24,75,92,85,66
"983","2017-03-21",100,28,92,89,47,0,80,96,90,100
"984","2017-03-22",91,42,78,92,39,24,80,93,74,73
"985","2017-03-23",87,36,71,85,48,0,83,89,71,69
"986","2017-03-24",80,59,70,82,53,0,76,80,70,66
"987","2017-03-25",61,25,64,81,58,44,67,67,59,33
"988","2017-03-26",63,33,61,88,64,29,68,76,65,33
"989","2017-03-27",83,21,76,81,44,24,72,88,76,69
"990","2017-03-28",87,42,72,90,39,25,78,91,62,71
"991","2017-03-29",86,50,75,86,51,25,73,90,64,69
"992","2017-03-30",85,65,84,81,50,25,80,87,63,65
"993","2017-03-31",81,52,90,78,53,26,75,79,68,64
