"","Date","Google","Translate","Docs","Okay google","gmail","Earth","Hangout","Maps","Street View","Classroom","Chrome"
"1","2007-01-01",100,49,18,0,81,90,0,62,0,0,70
"2","2007-01-02",87,53,41,0,84,70,0,67,0,0,44
"3","2007-01-03",84,60,43,0,85,69,0,70,0,42,42
"4","2007-01-04",83,56,23,0,87,64,0,68,0,41,0
"5","2007-01-05",84,47,39,53,86,68,0,72,0,43,0
"6","2007-01-06",92,56,28,0,79,80,0,67,0,0,56
"7","2007-01-07",91,60,30,0,74,85,0,66,0,0,0
"8","2007-01-08",81,56,44,0,85,65,0,71,0,0,0
"9","2007-01-09",82,52,40,47,86,67,0,73,0,77,0
"10","2007-01-10",85,61,36,0,84,68,0,78,0,0,79
"11","2007-01-11",85,57,43,0,84,79,0,76,0,0,0
"12","2007-01-12",88,70,33,51,85,77,0,77,0,41,42
"13","2007-01-13",97,47,34,67,79,94,0,76,0,0,0
"14","2007-01-14",92,59,40,0,74,100,0,77,0,0,55
"15","2007-01-15",81,60,40,0,85,75,0,75,0,0,0
"16","2007-01-16",83,73,43,0,86,71,0,77,0,38,0
"17","2007-01-17",84,66,45,0,86,74,0,77,0,38,38
"18","2007-01-18",85,48,52,0,85,78,0,78,52,51,38
"19","2007-01-19",87,68,49,0,87,77,0,83,0,41,0
"20","2007-01-20",95,60,47,0,76,91,0,79,0,54,0
"21","2007-01-21",93,69,52,0,72,94,0,77,0,0,0
"22","2007-01-22",83,66,38,0,85,71,0,74,0,37,0
"23","2007-01-23",84,73,54,0,85,72,0,78,0,74,75
"24","2007-01-24",87,63,34,0,87,72,0,80,52,76,0
"25","2007-01-25",87,69,31,0,86,73,0,78,0,58,0
"26","2007-01-26",89,65,46,0,85,76,0,79,0,0,0
"27","2007-01-27",99,56,37,0,78,94,0,84,0,0,54
"28","2007-01-28",93,58,53,0,72,95,0,78,0,0,0
"29","2007-01-29",83,69,54,0,86,70,0,76,0,0,0
"30","2007-01-30",83,73,50,0,86,68,0,77,0,37,37
"31","2007-01-31",85,85,44,0,86,72,0,78,0,37,37
"32","2007-02-01",88,80,58,0,86,72,0,78,53,38,39
"33","2007-02-02",91,57,60,49,87,78,0,88,55,60,40
"34","2007-02-03",98,64,44,0,80,92,100,84,73,0,0
"35","2007-02-04",95,80,47,64,74,92,0,78,0,52,52
"36","2007-02-05",83,73,73,0,86,74,0,77,0,0,37
"37","2007-02-06",84,74,67,45,85,72,0,82,0,0,37
"38","2007-02-07",87,70,64,46,89,72,0,79,0,74,0
"39","2007-02-08",85,75,74,0,88,73,0,81,0,37,37
"40","2007-02-09",89,56,84,0,87,75,74,84,0,52,39
"41","2007-02-10",98,56,50,0,79,88,0,83,0,0,52
"42","2007-02-11",95,84,59,0,74,88,0,78,0,0,51
"43","2007-02-12",85,83,44,0,89,69,0,78,0,36,0
"44","2007-02-13",83,80,47,0,90,71,0,80,100,0,36
"45","2007-02-14",85,72,53,0,90,68,0,79,0,0,38
"46","2007-02-15",89,71,55,47,92,71,0,86,0,39,38
"47","2007-02-16",90,74,50,100,90,74,0,89,0,0,81
"48","2007-02-17",98,51,37,0,82,85,0,85,0,55,0
"49","2007-02-18",94,67,38,0,76,88,0,80,0,53,55
"50","2007-02-19",85,61,60,48,89,71,0,84,0,0,0
"51","2007-02-20",85,68,65,48,89,70,73,85,0,39,0
"52","2007-02-21",86,79,51,0,90,69,0,85,0,0,0
"53","2007-02-22",91,83,100,0,92,69,0,88,0,38,38
"54","2007-02-23",93,65,100,0,91,74,0,88,55,40,40
"55","2007-02-24",98,72,73,0,83,87,0,85,0,52,0
"56","2007-02-25",95,70,59,0,75,88,0,78,0,0,0
"57","2007-02-26",84,71,74,0,88,64,0,83,0,36,36
"58","2007-02-27",84,65,80,44,92,64,0,84,0,0,36
"59","2007-02-28",86,100,49,44,92,65,0,86,0,36,0
"60","2007-03-01",86,74,77,0,94,67,0,88,0,55,37
"61","2007-03-02",88,83,63,0,91,71,0,91,0,0,0
"62","2007-03-03",95,65,53,62,81,84,0,90,69,50,0
"63","2007-03-04",93,84,43,0,77,86,0,85,0,50,0
"64","2007-03-05",84,82,47,44,91,67,67,88,0,36,0
"65","2007-03-06",86,67,52,0,92,67,0,87,0,0,0
"66","2007-03-07",86,77,57,44,92,67,0,88,0,0,0
"67","2007-03-08",86,90,61,44,94,69,0,93,0,0,36
"68","2007-03-09",90,54,55,0,92,74,0,100,52,38,0
"69","2007-03-10",97,73,32,0,84,81,0,91,70,0,0
"70","2007-03-11",92,73,50,0,78,83,0,91,0,0,51
"71","2007-03-12",83,94,50,0,94,65,0,88,0,36,0
"72","2007-03-13",86,76,43,0,94,65,0,93,0,0,54
"73","2007-03-14",85,75,47,0,95,64,0,93,0,36,0
"74","2007-03-15",87,82,57,0,94,67,0,91,0,37,37
"75","2007-03-16",88,69,43,0,94,68,0,93,53,38,38
"76","2007-03-17",96,57,26,0,83,80,0,90,0,100,0
"77","2007-03-18",92,81,40,0,76,80,0,86,0,49,0
"78","2007-03-19",84,75,48,44,89,64,0,86,0,35,71
"79","2007-03-20",84,80,50,0,97,60,0,74,51,74,0
"80","2007-03-21",89,86,50,44,96,67,0,91,0,36,0
"81","2007-03-22",86,80,50,44,95,67,0,91,0,0,0
"82","2007-03-23",89,84,51,0,94,70,0,95,0,0,38
"83","2007-03-24",94,65,31,0,82,82,0,88,0,0,100
"84","2007-03-25",92,73,35,61,79,78,0,88,0,50,0
"85","2007-03-26",81,81,56,43,94,61,0,89,0,35,35
"86","2007-03-27",84,73,48,0,100,61,0,90,0,53,36
"87","2007-03-28",86,75,57,0,97,63,0,90,0,72,36
"88","2007-03-29",86,87,52,0,95,65,0,95,49,36,37
"89","2007-03-30",89,65,49,0,94,71,0,100,0,39,39
"90","2007-03-31",94,98,34,64,84,82,0,93,71,0,52
"91","2008-01-01",91,66,58,83,86,99,0,73,30,0,0
"92","2008-01-02",83,74,72,0,95,78,0,77,16,30,37
"93","2008-01-03",82,71,60,53,94,77,0,83,16,30,0
"94","2008-01-04",83,79,49,0,92,78,0,82,23,61,56
"95","2008-01-05",88,70,37,0,82,88,0,75,27,77,47
"96","2008-01-06",87,83,47,69,80,90,0,77,13,38,0
"97","2008-01-07",82,80,73,0,93,73,0,80,20,28,0
"98","2008-01-08",84,87,61,0,94,75,0,83,12,69,0
"99","2008-01-09",83,81,67,50,94,74,0,84,14,41,68
"100","2008-01-10",85,84,61,0,93,76,0,82,14,0,0
"101","2008-01-11",86,79,67,0,95,79,0,84,15,58,0
"102","2008-01-12",90,72,45,0,86,89,0,80,16,37,45
"103","2008-01-13",90,90,48,0,83,94,0,82,12,0,0
"104","2008-01-14",83,79,77,0,100,76,0,82,7,45,0
"105","2008-01-15",84,82,69,49,99,76,0,82,12,27,33
"106","2008-01-16",85,77,70,49,97,75,0,86,12,27,33
"107","2008-01-17",86,81,70,0,95,79,0,83,11,41,0
"108","2008-01-18",86,72,80,52,93,82,0,89,17,29,35
"109","2008-01-19",92,73,45,0,80,92,0,83,16,0,45
"110","2008-01-20",88,79,54,65,76,97,0,79,11,0,0
"111","2008-01-21",83,80,60,0,93,75,0,83,14,27,0
"112","2008-01-22",85,85,67,48,91,76,0,81,13,35,0
"113","2008-01-23",85,86,59,0,92,74,0,83,12,53,33
"114","2008-01-24",85,88,62,0,90,75,84,82,12,45,0
"115","2008-01-25",88,86,75,0,92,80,0,88,16,29,0
"116","2008-01-26",92,69,50,0,80,91,0,85,11,0,0
"117","2008-01-27",89,82,54,0,74,93,0,80,17,71,0
"118","2008-01-28",90,83,72,0,92,77,0,82,15,44,32
"119","2008-01-29",86,86,77,0,92,75,0,84,19,26,32
"120","2008-01-30",87,85,77,0,94,76,0,82,14,44,49
"121","2008-01-31",87,88,69,0,93,78,0,86,23,0,0
"122","2008-02-01",89,78,64,0,92,79,0,84,11,29,0
"123","2008-02-02",94,76,60,66,81,94,0,83,20,55,45
"124","2008-02-03",91,77,50,0,74,93,0,80,14,74,44
"125","2008-02-04",87,77,79,0,92,77,0,81,8,28,0
"126","2008-02-05",87,81,77,0,88,75,0,83,11,41,0
"127","2008-02-06",87,88,70,0,92,74,0,85,14,27,33
"128","2008-02-07",89,92,87,50,93,77,0,85,11,41,34
"129","2008-02-08",90,75,81,0,92,81,0,90,13,67,0
"130","2008-02-09",93,71,63,0,82,92,0,86,23,0,46
"131","2008-02-10",90,81,72,66,76,91,0,84,21,54,44
"132","2008-02-11",85,87,74,0,95,73,0,87,13,44,33
"133","2008-02-12",87,87,79,0,93,75,0,91,10,40,0
"134","2008-02-13",88,82,86,0,92,75,0,84,29,27,0
"135","2008-02-14",90,84,72,0,94,74,0,87,24,27,34
"136","2008-02-15",89,83,68,52,92,80,0,96,21,43,36
"137","2008-02-16",91,78,57,0,79,92,0,89,28,36,88
"138","2008-02-17",91,85,62,0,76,98,0,83,17,36,44
"139","2008-02-18",83,78,71,0,92,75,0,89,15,26,0
"140","2008-02-19",85,88,77,47,91,72,0,86,22,35,0
"141","2008-02-20",86,85,89,0,92,72,0,86,11,65,32
"142","2008-02-21",87,84,83,0,92,77,0,87,16,26,32
"143","2008-02-22",89,75,69,75,92,78,0,91,11,42,0
"144","2008-02-23",92,73,58,64,80,89,0,84,16,0,0
"145","2008-02-24",93,95,69,62,74,93,0,84,16,35,85
"146","2008-02-25",86,93,75,0,92,71,0,85,17,38,31
"147","2008-02-26",87,86,79,45,94,72,0,85,16,100,31
"148","2008-02-27",89,91,92,0,94,76,0,88,19,39,0
"149","2008-02-28",90,87,90,0,93,75,0,90,21,52,0
"150","2008-02-29",91,79,84,100,91,76,0,91,17,28,0
"151","2008-03-01",93,71,58,0,79,88,0,85,29,35,43
"152","2008-03-02",91,91,47,0,75,91,0,80,10,0,63
"153","2008-03-03",87,86,92,45,92,72,0,85,16,50,0
"154","2008-03-04",88,91,81,0,91,72,0,85,22,0,0
"155","2008-03-05",89,93,100,0,93,72,0,89,16,25,0
"156","2008-03-06",90,91,91,48,95,75,0,88,19,26,32
"157","2008-03-07",92,84,73,0,92,87,0,100,100,28,100
"158","2008-03-08",94,74,60,0,79,95,0,93,65,0,43
"159","2008-03-09",91,84,58,0,75,95,0,88,58,34,84
"160","2008-03-10",85,87,86,45,92,73,0,88,40,25,31
"161","2008-03-11",89,94,89,0,94,76,0,93,37,26,32
"162","2008-03-12",90,100,71,46,91,76,0,91,27,43,31
"163","2008-03-13",89,96,86,0,93,77,0,95,18,52,0
"164","2008-03-14",91,79,80,0,93,81,0,96,31,28,34
"165","2008-03-15",95,81,57,0,80,93,0,96,26,35,44
"166","2008-03-16",93,88,57,0,73,94,0,86,18,34,0
"167","2008-03-17",89,88,88,47,90,73,0,93,28,77,32
"168","2008-03-18",87,98,77,0,91,75,0,92,20,35,32
"169","2008-03-19",88,94,78,0,91,74,0,92,16,27,33
"170","2008-03-20",91,92,77,0,87,78,0,93,13,43,0
"171","2008-03-21",89,76,60,0,80,87,100,86,19,32,0
"172","2008-03-22",90,80,50,0,78,90,0,84,18,38,0
"173","2008-03-23",93,89,59,70,76,100,0,79,19,0,0
"174","2008-03-24",88,83,86,51,89,85,0,85,24,29,0
"175","2008-03-25",87,94,79,46,92,77,0,93,25,34,31
"176","2008-03-26",88,89,81,0,91,74,0,92,21,25,31
"177","2008-03-27",87,91,95,46,91,72,0,99,24,25,0
"178","2008-03-28",89,88,88,0,92,74,0,100,30,27,0
"179","2008-03-29",100,89,62,0,80,88,0,97,34,35,42
"180","2008-03-30",92,95,73,0,76,86,0,88,33,34,0
"181","2008-03-31",87,93,100,0,93,69,0,93,24,25,31
"182","2009-01-01",79,56,32,44,65,52,0,56,8,0,89
"183","2009-01-02",75,55,50,34,68,45,96,59,7,32,86
"184","2009-01-03",77,66,48,37,63,49,0,59,7,71,78
"185","2009-01-04",76,62,55,0,62,50,0,57,6,34,82
"186","2009-01-05",73,62,63,0,71,41,0,60,6,44,70
"187","2009-01-06",75,68,77,56,69,44,78,60,6,66,67
"188","2009-01-07",74,71,79,27,70,40,0,59,7,59,63
"189","2009-01-08",75,68,74,27,71,43,0,63,8,43,66
"190","2009-01-09",78,66,72,28,71,43,0,65,8,26,78
"191","2009-01-10",79,62,60,0,64,48,0,60,9,67,96
"192","2009-01-11",79,75,55,35,62,48,100,58,8,33,95
"193","2009-01-12",76,72,72,0,72,41,0,64,6,25,78
"194","2009-01-13",77,77,81,27,72,43,0,64,6,41,69
"195","2009-01-14",78,76,71,0,71,48,0,63,5,74,68
"196","2009-01-15",78,71,78,0,71,45,0,66,6,25,69
"197","2009-01-16",78,64,71,0,71,45,0,66,6,40,65
"198","2009-01-17",80,62,57,53,64,51,0,65,6,100,82
"199","2009-01-18",78,72,52,69,62,52,0,57,6,33,78
"200","2009-01-19",75,71,66,26,72,41,0,61,5,25,65
"201","2009-01-20",76,72,69,26,71,40,0,62,4,24,61
"202","2009-01-21",78,76,76,26,72,40,0,64,4,58,62
"203","2009-01-22",78,74,79,26,72,42,0,64,6,50,59
"204","2009-01-23",78,70,68,28,71,42,0,65,7,44,66
"205","2009-01-24",80,64,52,35,65,50,99,65,5,44,80
"206","2009-01-25",79,73,51,34,62,51,0,59,6,32,73
"207","2009-01-26",76,75,75,26,72,41,0,62,6,37,63
"208","2009-01-27",79,75,80,26,77,41,0,64,6,57,66
"209","2009-01-28",81,77,85,26,79,42,0,65,6,25,65
"210","2009-01-29",79,72,71,26,79,43,0,67,6,25,68
"211","2009-01-30",82,68,72,0,77,46,0,69,8,53,70
"212","2009-01-31",97,62,63,68,71,50,0,64,8,43,91
"213","2009-02-01",80,75,53,34,65,50,0,59,6,32,80
"214","2009-02-02",82,93,80,51,73,56,72,60,6,84,65
"215","2009-02-03",94,88,84,0,73,100,0,64,6,48,65
"216","2009-02-04",93,87,82,25,74,83,0,69,6,59,65
"217","2009-02-05",90,88,89,25,75,69,0,69,6,36,67
"218","2009-02-06",88,82,79,41,72,64,0,70,6,60,68
"219","2009-02-07",87,73,48,45,65,69,0,67,6,32,86
"220","2009-02-08",86,83,54,33,62,72,0,62,7,46,75
"221","2009-02-09",82,81,91,0,74,55,0,66,6,78,62
"222","2009-02-10",86,79,87,50,75,57,0,65,6,47,60
"223","2009-02-11",85,83,86,0,76,56,0,66,5,41,62
"224","2009-02-12",84,81,96,52,75,52,0,67,5,41,58
"225","2009-02-13",83,74,69,0,74,52,0,70,7,52,59
"226","2009-02-14",84,71,52,35,67,59,0,65,7,66,70
"227","2009-02-15",84,82,56,0,64,61,0,62,6,54,69
"228","2009-02-16",78,81,74,0,75,46,0,63,6,24,60
"229","2009-02-17",82,83,79,0,75,46,0,66,5,36,61
"230","2009-02-18",80,82,79,38,75,49,0,65,6,56,57
"231","2009-02-19",82,80,82,0,75,49,0,66,9,41,61
"232","2009-02-20",85,78,72,28,75,60,0,69,7,26,63
"233","2009-02-21",87,74,48,0,66,66,0,66,8,65,72
"234","2009-02-22",83,84,64,0,63,62,0,61,8,53,72
"235","2009-02-23",79,83,83,0,72,48,0,62,6,48,57
"236","2009-02-24",82,86,89,0,100,47,0,63,5,61,62
"237","2009-02-25",82,88,82,26,76,46,0,62,5,56,68
"238","2009-02-26",82,88,81,51,74,47,0,66,6,56,63
"239","2009-02-27",82,78,81,0,72,47,0,70,6,38,63
"240","2009-02-28",83,75,57,34,66,54,0,65,6,32,69
"241","2009-03-01",83,89,69,66,64,52,0,60,6,62,71
"242","2009-03-02",80,88,95,41,75,44,0,63,4,46,55
"243","2009-03-03",82,88,92,25,75,44,0,64,5,47,54
"244","2009-03-04",82,92,87,25,76,46,0,64,5,47,53
"245","2009-03-05",82,89,96,25,74,45,0,66,5,48,58
"246","2009-03-06",82,86,76,40,75,47,0,68,5,76,61
"247","2009-03-07",85,81,54,33,66,53,0,65,6,32,75
"248","2009-03-08",82,89,58,33,63,53,0,62,5,77,70
"249","2009-03-09",80,90,87,33,75,43,0,65,5,58,60
"250","2009-03-10",81,93,96,25,75,43,0,64,5,46,59
"251","2009-03-11",81,95,98,25,75,43,0,65,4,47,56
"252","2009-03-12",83,90,97,25,75,43,0,65,5,56,56
"253","2009-03-13",84,84,81,27,75,45,0,68,5,84,61
"254","2009-03-14",89,84,59,0,66,55,0,68,5,48,77
"255","2009-03-15",84,94,53,100,64,55,0,63,6,73,73
"256","2009-03-16",81,91,73,0,75,44,0,65,5,47,57
"257","2009-03-17",84,97,82,25,76,44,0,67,5,71,62
"258","2009-03-18",83,96,92,38,76,43,0,68,5,32,82
"259","2009-03-19",89,92,85,51,75,48,0,79,51,40,89
"260","2009-03-20",100,88,79,0,75,64,77,100,100,38,87
"261","2009-03-21",95,79,45,34,66,63,0,84,59,32,100
"262","2009-03-22",92,95,58,0,63,61,0,77,52,31,91
"263","2009-03-23",88,99,80,24,74,49,0,79,38,31,77
"264","2009-03-24",88,98,92,0,75,50,0,78,35,54,76
"265","2009-03-25",88,94,79,25,75,51,0,77,26,62,74
"266","2009-03-26",90,97,90,25,76,52,0,79,35,39,76
"267","2009-03-27",87,88,86,0,74,52,0,79,28,33,73
"268","2009-03-28",89,79,55,0,66,58,0,74,26,46,86
"269","2009-03-29",86,90,63,32,63,58,0,71,22,30,81
"270","2009-03-30",84,95,100,0,76,46,0,73,20,23,68
"271","2009-03-31",88,100,90,50,76,48,0,76,46,70,68
"272","2010-01-01",82,68,35,33,76,90,0,65,36,40,73
"273","2010-01-02",79,68,40,42,75,85,0,67,30,39,75
"274","2010-01-03",81,74,50,45,75,84,0,66,30,42,76
"275","2010-01-04",83,72,66,42,84,71,0,72,26,38,69
"276","2010-01-05",88,77,69,34,84,72,0,74,32,32,68
"277","2010-01-06",91,80,71,21,82,75,0,75,30,45,69
"278","2010-01-07",87,81,68,20,83,73,0,77,28,38,68
"279","2010-01-08",85,76,62,28,83,75,0,78,28,68,68
"280","2010-01-09",85,76,46,26,75,83,0,71,29,59,79
"281","2010-01-10",84,85,43,25,73,85,0,71,27,39,77
"282","2010-01-11",83,85,74,30,85,70,0,76,26,31,63
"283","2010-01-12",84,82,81,19,85,70,0,76,23,66,61
"284","2010-01-13",91,85,100,20,88,84,0,80,29,24,64
"285","2010-01-14",92,85,89,20,86,91,0,82,27,56,62
"286","2010-01-15",90,78,81,31,85,96,0,84,27,26,64
"287","2010-01-16",88,75,51,0,77,100,0,80,26,64,79
"288","2010-01-17",87,85,48,34,74,95,0,73,28,23,78
"289","2010-01-18",85,82,71,39,86,77,0,79,26,48,65
"290","2010-01-19",86,84,86,19,88,76,0,80,26,48,65
"291","2010-01-20",86,86,81,29,87,76,0,79,28,45,65
"292","2010-01-21",87,84,81,30,88,77,0,82,58,49,67
"293","2010-01-22",88,80,80,21,90,80,0,87,63,57,66
"294","2010-01-23",88,74,50,51,80,89,0,81,47,31,80
"295","2010-01-24",85,84,57,25,76,88,0,74,42,34,77
"296","2010-01-25",83,82,78,19,90,71,0,80,35,41,66
"297","2010-01-26",86,85,83,39,88,69,0,80,32,60,75
"298","2010-01-27",86,87,78,19,90,70,0,80,41,59,76
"299","2010-01-28",86,83,87,32,89,70,0,80,29,72,74
"300","2010-01-29",86,79,78,21,91,73,0,82,32,19,78
"301","2010-01-30",85,76,56,38,80,83,0,75,35,70,100
"302","2010-01-31",85,83,57,25,77,82,0,73,36,61,99
"303","2010-02-01",84,82,89,32,91,66,0,76,29,47,76
"304","2010-02-02",88,89,90,19,93,67,0,79,30,35,87
"305","2010-02-03",88,88,87,0,93,68,0,79,28,54,77
"306","2010-02-04",88,85,84,20,93,70,0,81,27,72,69
"307","2010-02-05",86,81,79,20,90,75,0,84,29,38,72
"308","2010-02-06",87,75,56,25,81,88,0,82,33,46,87
"309","2010-02-07",84,83,57,25,77,86,0,76,35,57,82
"310","2010-02-08",85,87,85,19,92,73,0,81,28,47,65
"311","2010-02-09",92,90,84,29,94,74,0,90,70,59,64
"312","2010-02-10",100,89,86,48,97,79,100,97,86,62,65
"313","2010-02-11",95,90,84,30,96,77,0,99,77,49,68
"314","2010-02-12",94,82,82,63,93,80,0,99,65,39,76
"315","2010-02-13",91,77,47,35,82,87,0,92,59,24,89
"316","2010-02-14",88,84,53,0,79,88,0,85,50,48,83
"317","2010-02-15",87,86,77,21,92,73,0,86,41,38,70
"318","2010-02-16",87,86,78,100,92,70,0,85,38,25,69
"319","2010-02-17",88,89,83,26,93,71,0,86,36,55,67
"320","2010-02-18",88,90,81,39,92,72,0,88,36,61,69
"321","2010-02-19",89,86,75,48,92,72,0,90,34,64,71
"322","2010-02-20",88,81,51,25,83,82,0,85,36,35,82
"323","2010-02-21",85,89,52,24,79,83,0,80,36,34,81
"324","2010-02-22",86,90,85,57,95,67,0,86,31,52,63
"325","2010-02-23",88,93,91,19,94,71,0,86,61,81,63
"326","2010-02-24",87,94,80,32,94,71,0,86,45,100,67
"327","2010-02-25",89,89,83,39,93,70,0,85,34,53,66
"328","2010-02-26",87,83,73,0,91,71,0,86,38,37,66
"329","2010-02-27",88,82,50,0,81,98,0,90,41,46,80
"330","2010-02-28",85,91,54,0,77,89,0,79,37,44,80
"331","2010-03-01",85,92,87,32,92,71,0,84,34,71,66
"332","2010-03-02",87,93,87,38,95,71,0,85,35,71,68
"333","2010-03-03",88,93,86,0,94,70,0,85,35,53,67
"334","2010-03-04",89,95,85,33,96,72,0,87,34,48,63
"335","2010-03-05",87,89,82,20,93,75,0,91,32,38,70
"336","2010-03-06",85,83,52,25,81,84,0,86,37,23,85
"337","2010-03-07",84,92,59,25,79,82,0,79,34,30,85
"338","2010-03-08",84,94,92,19,94,66,0,83,33,53,65
"339","2010-03-09",87,98,89,19,97,69,0,86,33,71,61
"340","2010-03-10",90,99,94,38,96,69,0,88,35,70,62
"341","2010-03-11",92,96,86,26,96,77,0,98,100,30,64
"342","2010-03-12",91,90,83,60,95,79,0,100,92,74,67
"343","2010-03-13",88,84,55,49,83,86,0,92,80,45,82
"344","2010-03-14",87,94,60,48,78,87,0,86,75,52,84
"345","2010-03-15",86,94,80,0,95,71,0,90,65,46,65
"346","2010-03-16",88,95,87,29,97,72,0,93,70,53,64
"347","2010-03-17",90,96,82,48,96,73,0,95,70,48,66
"348","2010-03-18",91,96,84,20,98,74,0,95,69,61,70
"349","2010-03-19",88,87,74,27,94,77,0,96,71,44,67
"350","2010-03-20",88,85,50,42,83,87,0,95,80,54,82
"351","2010-03-21",87,94,60,24,79,89,0,90,70,37,80
"352","2010-03-22",90,98,89,28,95,72,0,94,60,76,65
"353","2010-03-23",97,99,91,0,99,74,0,96,56,47,68
"354","2010-03-24",94,100,88,19,100,71,0,93,55,60,68
"355","2010-03-25",90,95,85,20,98,71,0,94,50,96,68
"356","2010-03-26",91,90,78,21,97,73,0,98,49,82,69
"357","2010-03-27",88,85,54,0,84,83,0,90,51,70,84
"358","2010-03-28",86,92,56,25,80,82,0,86,52,39,81
"359","2010-03-29",86,91,86,38,95,70,0,92,49,94,66
"360","2010-03-30",88,94,89,29,96,71,0,93,47,54,66
"361","2010-03-31",87,93,81,20,93,70,0,94,45,79,69
"362","2011-01-01",81,67,42,40,81,85,0,78,99,20,84
"363","2011-01-02",81,68,49,71,79,83,0,80,100,18,80
"364","2011-01-03",80,69,73,38,93,71,0,84,82,35,71
"365","2011-01-04",82,72,77,64,94,70,0,88,78,41,67
"366","2011-01-05",84,74,76,55,93,72,0,90,83,54,68
"367","2011-01-06",83,75,76,46,89,72,0,88,82,55,69
"368","2011-01-07",83,72,73,42,89,74,0,92,84,21,69
"369","2011-01-08",83,71,53,89,83,82,0,88,82,17,79
"370","2011-01-09",81,76,54,97,80,81,0,83,92,32,75
"371","2011-01-10",82,77,85,40,95,70,0,89,78,72,66
"372","2011-01-11",84,78,82,43,94,73,79,91,78,45,64
"373","2011-01-12",86,81,79,44,95,74,0,91,82,85,65
"374","2011-01-13",85,81,81,62,96,73,0,93,83,59,67
"375","2011-01-14",86,75,74,81,92,74,0,94,81,41,71
"376","2011-01-15",82,71,49,49,80,82,100,90,84,32,80
"377","2011-01-16",84,91,51,54,78,81,0,86,90,16,77
"378","2011-01-17",84,100,70,39,95,69,0,91,77,38,66
"379","2011-01-18",87,96,83,34,94,70,0,92,77,45,66
"380","2011-01-19",89,95,85,77,94,70,0,95,77,70,68
"381","2011-01-20",88,88,81,26,95,72,0,96,74,91,67
"382","2011-01-21",87,79,76,45,93,70,83,96,77,27,68
"383","2011-01-22",85,77,51,98,84,82,0,94,80,16,79
"384","2011-01-23",84,85,57,80,81,82,0,87,94,63,74
"385","2011-01-24",83,82,80,51,97,69,0,91,77,19,64
"386","2011-01-25",86,84,87,34,96,71,0,92,81,25,66
"387","2011-01-26",86,82,83,51,95,68,0,92,71,51,65
"388","2011-01-27",86,82,79,65,96,69,0,94,70,65,67
"389","2011-01-28",87,76,75,69,95,73,0,95,83,54,68
"390","2011-01-29",86,72,55,53,86,79,0,92,81,16,80
"391","2011-01-30",86,78,58,91,82,80,0,85,82,23,79
"392","2011-01-31",87,78,91,97,98,69,0,90,79,84,68
"393","2011-02-01",90,80,92,49,97,72,0,92,83,43,71
"394","2011-02-02",92,82,83,49,97,73,0,93,90,36,73
"395","2011-02-03",91,81,86,75,97,73,0,94,86,81,72
"396","2011-02-04",93,75,80,26,97,77,0,97,83,39,80
"397","2011-02-05",90,72,57,31,85,81,0,91,91,31,93
"398","2011-02-06",88,79,58,46,81,80,0,86,86,23,88
"399","2011-02-07",89,81,88,37,97,71,0,91,73,61,76
"400","2011-02-08",94,84,93,63,97,72,0,94,75,100,74
"401","2011-02-09",90,85,88,34,96,69,78,94,74,50,75
"402","2011-02-10",88,84,89,69,98,69,0,94,73,45,74
"403","2011-02-11",90,80,79,54,96,70,0,100,73,20,75
"404","2011-02-12",87,74,51,85,83,77,0,94,75,16,86
"405","2011-02-13",86,84,59,52,82,80,0,87,80,39,80
"406","2011-02-14",89,84,89,34,99,64,0,94,73,82,67
"407","2011-02-15",88,81,91,57,98,65,0,92,69,55,80
"408","2011-02-16",89,84,91,50,98,67,0,93,68,44,81
"409","2011-02-17",90,83,91,26,98,68,0,94,62,32,81
"410","2011-02-18",89,79,80,71,96,72,0,98,62,60,86
"411","2011-02-19",89,73,57,42,85,77,0,95,69,47,100
"412","2011-02-20",86,88,62,72,81,77,0,87,67,38,93
"413","2011-02-21",86,91,81,25,98,68,0,93,62,50,81
"414","2011-02-22",89,89,93,63,97,70,0,95,60,43,81
"415","2011-02-23",89,90,90,38,97,69,0,93,59,56,81
"416","2011-02-24",89,83,87,59,96,68,0,94,61,51,81
"417","2011-02-25",88,80,83,40,96,69,0,96,65,46,84
"418","2011-02-26",87,76,58,73,84,75,0,93,61,23,94
"419","2011-02-27",85,84,60,30,80,73,0,86,66,30,91
"420","2011-02-28",86,84,88,66,99,62,0,89,59,43,75
"421","2011-03-01",88,87,92,25,99,64,0,90,56,67,80
"422","2011-03-02",90,87,96,75,98,68,0,87,56,25,75
"423","2011-03-03",93,83,87,64,98,65,0,84,53,38,77
"424","2011-03-04",92,78,86,27,96,66,0,87,59,46,74
"425","2011-03-05",93,75,55,74,81,76,0,82,58,55,89
"426","2011-03-06",90,86,62,31,78,73,0,75,63,55,85
"427","2011-03-07",91,86,89,26,96,66,0,81,60,70,73
"428","2011-03-08",93,86,94,39,95,66,0,82,55,70,74
"429","2011-03-09",94,85,92,42,95,64,0,82,52,62,84
"430","2011-03-10",93,83,90,37,95,65,0,83,54,68,84
"431","2011-03-11",98,77,78,86,92,100,0,93,53,57,81
"432","2011-03-12",95,69,52,32,80,94,0,83,59,31,90
"433","2011-03-13",92,75,57,42,78,95,0,77,64,47,83
"434","2011-03-14",93,77,82,52,97,83,0,83,54,46,75
"435","2011-03-15",95,83,85,38,98,83,77,85,52,31,75
