Date,Amazon Australia,Amazon dvd,Amazon mp3,Amazon books,Amazon India,Amazon music,Amazon UK,Amazon video,Amazon error,Amazon kindle,Amazon order,Amazon recall,Amazon register,Amazon sucks,Amazon echo,Price
2/9/14,67,80,93,81,77,87,93,46,75,29,69,22,53,29,45,372.059998
2/10/14,59,69,58,69,74,69,75,32,52,38,82,12,60,38,52,370.529999
2/11/14,54,61,69,70,91,70,72,29,69,32,74,43,35,32,53,368.820007
2/12/14,54,66,70,67,86,74,71,29,23,13,73,100,29,13,57,370.640015
2/13/14,62,59,63,69,74,66,64,32,42,33,90,63,39,33,55,371.51001
2/14/14,59,62,69,64,83,64,64,34,49,40,79,46,52,40,56,373.73999
2/15/14,73,79,80,74,87,86,80,42,49,53,66,22,54,53,49,375.040009
2/16/14,72,84,84,72,76,78,83,46,69,38,76,44,60,38,46,378.769989
2/17/14,78,69,67,70,80,65,75,33,29,26,62,69,39,26,54,373.230011
2/18/14,57,61,63,66,78,70,71,31,53,39,81,25,32,39,52,368.970001
2/19/14,56,61,59,64,76,70,66,27,41,32,72,19,61,32,52,360.619995
2/20/14,55,59,64,63,77,62,67,32,66,13,78,25,66,13,54,351.850006
2/21/14,52,64,74,65,78,66,70,51,43,34,79,26,37,34,52,354.709991
2/22/14,62,74,76,66,74,69,76,52,42,23,64,29,46,23,43,343.410004
2/23/14,72,88,88,70,76,80,88,56,62,30,81,15,57,30,43,338.470001
2/24/14,72,62,61,70,94,69,75,39,17,19,68,31,77,19,54,338.290009
2/25/14,61,64,68,69,66,66,75,51,34,13,67,56,48,13,56,336.369995
2/26/14,59,64,70,64,80,60,73,100,47,45,58,50,58,45,53,342.98999
2/27/14,63,63,62,68,93,71,72,65,70,19,77,50,59,19,53,341.959991
2/28/14,53,69,73,65,81,69,70,59,37,34,69,39,58,34,52,333.619995
3/1/14,63,77,75,68,79,72,78,79,48,38,72,0,58,38,45,323
3/2/14,73,90,86,74,80,88,93,79,68,30,56,29,94,30,46,317.76001
3/3/14,53,73,68,72,75,68,74,53,35,13,71,56,55,13,55,327.070007
3/4/14,64,67,64,63,82,67,72,46,48,39,67,32,56,39,53,331.809998
3/5/14,56,66,63,63,83,64,74,40,65,32,79,50,88,32,54,317.109985
3/6/14,54,64,61,62,82,64,68,42,65,46,75,50,43,46,54,311.730011
3/7/14,50,63,65,61,76,62,69,42,55,41,86,39,41,41,53,315.910004
3/8/14,64,80,86,65,85,73,76,62,35,92,69,37,54,92,46,316.079987
3/9/14,56,80,81,66,85,80,79,58,62,45,61,29,57,45,45,323.679993
3/10/14,63,63,63,64,89,67,74,40,65,33,76,37,72,33,53,324.910004
3/11/14,63,64,67,66,70,61,70,39,53,19,61,38,36,19,51,330.869995
3/12/14,57,62,64,62,79,68,68,37,35,13,89,19,84,13,51,329.320007
3/13/14,51,53,60,66,78,69,70,42,36,46,77,19,62,46,53,324.579987
3/14/14,56,59,66,61,82,64,68,51,75,27,77,33,51,27,52,337.149994
3/15/14,61,76,82,60,95,63,74,62,35,15,78,22,57,15,45,303.829987
3/16/14,72,68,81,69,80,76,83,69,68,30,81,72,38,30,45,296.579987
3/17/14,63,59,57,63,73,55,72,46,29,26,74,25,42,26,56,300.380005
3/18/14,55,65,59,66,89,74,70,42,64,19,65,68,48,19,54,304.130005
3/19/14,59,57,67,65,75,65,68,40,46,26,59,37,71,26,54,307.890015
3/20/14,61,59,59,65,87,71,70,38,30,0,56,25,82,0,56,308.01001
3/21/14,41,60,66,62,88,77,68,46,31,20,68,65,47,20,55,310.049988
3/22/14,52,86,78,68,93,83,79,64,62,76,60,59,65,76,49,297.380005
3/23/14,70,78,76,71,72,92,90,67,27,44,80,43,52,44,47,292.709991
3/24/14,60,54,61,62,84,61,74,42,40,13,60,25,64,13,55,288.320007
3/25/14,58,58,65,63,83,59,75,45,29,19,65,30,41,19,54,292.23999
3/26/14,60,55,65,66,91,60,73,37,65,26,71,44,58,26,56,308.519989
3/27/14,59,63,70,62,82,65,72,34,53,19,73,62,68,19,84,302.190002
3/28/14,60,62,65,61,88,74,67,50,42,20,65,13,51,20,100,295.290009
3/29/14,63,72,79,65,91,70,72,61,91,15,78,37,58,15,56,298.420013
3/30/14,57,77,75,70,87,75,84,67,75,23,53,44,49,23,50,300.459991
3/31/14,59,66,65,64,100,54,74,43,64,51,48,18,64,51,56,296.929993
1/1/15,99,97,80,88,67,86,95,96,49,85,71,39,46,85,59,291.410004
1/2/15,99,92,96,86,62,85,88,92,34,0,82,75,64,0,61,294.73999
1/3/15,95,98,93,100,72,94,96,100,44,25,91,44,59,25,56,293.269989
1/4/15,93,100,90,96,58,82,93,95,39,76,75,52,49,76,55,286.950012
1/5/15,89,75,73,85,60,75,81,71,68,66,70,37,65,66,60,290.73999
1/6/15,98,73,77,93,61,76,78,63,45,0,91,53,71,0,64,289.440002
1/7/15,91,67,69,85,56,68,73,54,37,65,79,37,53,65,62,297.25
1/8/15,79,64,76,81,52,62,71,60,37,21,74,44,87,21,62,310.320007
1/9/15,77,64,73,80,58,73,69,62,46,22,71,30,18,22,67,312.390015
1/10/15,89,89,93,77,63,90,81,82,51,51,69,77,53,51,58,309.660004
1/11/15,94,81,100,89,56,76,89,79,68,0,66,67,32,0,55,306.75
1/12/15,82,63,79,84,57,71,74,59,58,0,75,37,73,0,65,303.910004
1/13/15,78,65,75,84,64,70,71,48,29,21,69,22,38,21,65,311.779999
1/14/15,79,58,69,86,47,73,69,52,55,0,77,36,56,0,63,354.529999
1/15/15,81,61,71,80,48,78,72,48,59,21,73,22,52,21,66,364.470001
1/16/15,70,68,79,75,53,76,70,57,26,44,61,45,75,44,62,363.549988
1/17/15,79,83,85,77,54,88,79,75,34,50,65,34,81,50,54,364.75
1/18/15,92,89,87,82,46,81,84,79,38,25,59,34,77,25,54,373.890015
1/19/15,88,62,77,73,50,65,69,52,61,21,62,29,59,21,62,374.279999
1/20/15,84,64,65,83,53,71,69,50,32,0,76,0,52,0,63,370.559998
1/21/15,68,56,79,85,55,70,68,49,47,0,71,29,48,0,62,373
1/22/15,75,63,78,87,68,75,69,50,66,0,69,44,52,0,61,375.140015
1/23/15,78,59,91,72,100,80,68,51,42,0,74,15,32,0,61,377.170013
1/24/15,75,73,100,87,99,92,76,81,64,75,84,68,61,75,54,381.829987
1/25/15,100,82,97,87,89,100,88,84,38,99,75,25,57,99,54,375.429993
1/26/15,74,64,73,83,74,70,71,54,36,63,72,72,54,63,60,373.369995
1/27/15,71,64,62,76,56,73,69,50,61,21,69,43,27,21,62,379
1/28/15,84,66,77,82,49,66,71,48,25,0,77,29,59,0,62,383.660004
1/29/15,73,59,77,80,51,76,68,43,47,21,70,14,64,21,63,380.140015
1/30/15,51,60,78,74,50,75,67,53,37,43,71,45,77,43,60,378.589996
1/31/15,68,83,97,80,53,93,80,73,47,0,70,93,44,0,55,385.369995
2/1/15,77,67,97,80,51,85,86,67,45,0,54,74,47,0,52,384.799988
2/2/15,77,57,67,70,47,73,72,46,39,62,65,36,44,62,62,380.160004
2/3/15,81,58,65,72,51,78,67,48,36,0,75,50,77,0,62,385.660004
2/4/15,70,58,76,76,45,80,70,45,32,63,70,79,44,63,61,384.609985
2/5/15,83,54,70,71,54,73,65,46,57,21,61,58,100,21,60,382.720001
2/6/15,69,60,69,70,48,74,64,50,22,43,67,52,87,43,61,387.829987
2/7/15,73,70,93,75,53,85,74,72,47,0,68,51,44,0,52,380.089996
2/8/15,85,80,99,75,45,84,81,73,38,49,71,41,47,49,53,378.559998
2/9/15,71,61,81,73,52,74,70,48,42,0,70,49,57,0,62,369.51001
2/10/15,66,61,76,82,48,72,65,45,32,21,65,50,24,21,61,366.369995
2/11/15,67,57,66,80,54,69,66,45,43,42,80,29,55,42,65,374.23999
2/12/15,67,57,81,66,53,73,64,44,33,0,86,0,46,0,62,370.579987
2/13/15,72,60,85,67,35,74,64,52,45,44,67,23,40,44,60,373.350006
2/14/15,67,77,85,73,34,79,72,71,30,25,77,60,57,25,53,371.920013
2/15/15,84,90,92,87,36,85,100,96,100,100,86,51,57,100,53,375.140015
2/16/15,63,73,78,79,35,69,82,62,41,87,70,30,46,87,63,373.23999
2/17/15,65,62,74,77,34,64,66,51,33,43,78,51,32,43,62,378.48999
2/18/15,73,64,73,74,33,70,65,47,30,0,77,15,39,0,64,375.109985
2/19/15,58,52,67,74,36,69,62,44,36,65,81,51,76,65,62,374.089996
2/20/15,58,61,69,74,34,66,65,50,46,45,100,53,48,45,61,370.959991
2/21/15,79,76,84,70,32,82,71,72,38,50,81,68,60,50,55,367.350006
2/22/15,76,93,83,75,25,76,81,71,42,49,78,58,28,49,56,370.559998
2/23/15,66,66,71,74,30,68,67,47,39,41,78,35,40,41,65,374.589996
2/24/15,72,55,74,74,29,63,65,50,56,41,76,64,61,41,65,372.100006
2/25/15,61,65,78,72,32,71,66,49,44,63,67,21,41,63,63,370.26001
2/26/15,81,58,66,72,30,73,65,42,33,42,69,51,72,42,64,372.25
2/27/15,57,54,75,70,30,76,63,46,67,0,71,45,25,0,62,377.040009
2/28/15,66,76,98,78,30,80,74,65,29,24,70,33,44,24,57,374.410004
3/1/15,77,83,95,78,32,89,82,69,45,48,72,40,27,48,56,381.200012
3/2/15,61,63,75,76,29,76,70,48,35,20,73,42,50,20,62,383.540009
3/3/15,64,64,69,70,29,66,65,39,42,41,70,42,44,41,62,382.649994
3/4/15,63,52,65,72,30,65,63,37,43,61,70,35,58,61,62,382.359985
3/5/15,65,59,67,69,29,77,62,43,72,0,61,57,62,0,62,385.109985
3/6/15,64,59,73,65,24,74,63,43,34,0,60,53,36,0,61,383.450012
3/7/15,61,63,83,77,32,84,71,64,30,0,60,67,40,0,54,386.040009
3/8/15,72,69,90,81,31,76,80,62,38,0,69,100,40,0,56,375.559998
3/9/15,78,72,69,76,27,75,70,40,39,0,71,21,57,0,63,389.51001
3/10/15,61,55,64,68,28,70,62,40,46,0,63,14,34,0,64,391.179993
3/11/15,69,53,82,71,31,70,64,40,60,0,58,43,41,0,62,389.799988
3/12/15,72,53,70,69,32,70,62,39,14,42,63,21,48,42,61,389.98999
3/13/15,61,63,73,64,28,72,59,45,63,21,62,44,25,21,62,445.100006
3/14/15,75,63,85,70,31,83,68,61,13,24,60,42,36,24,71,438.559998
3/15/15,83,69,80,71,27,79,74,60,21,0,58,33,35,0,61,429.309998
3/16/15,69,58,70,67,30,73,66,41,29,42,59,36,41,42,65,429.369995
3/17/15,78,50,62,64,27,66,64,41,39,42,58,28,41,42,62,421.779999
3/18/15,64,51,62,65,28,64,61,38,25,62,69,35,48,62,61,422.869995
3/19/15,53,49,64,67,29,71,61,42,22,0,65,79,45,0,62,423.040009
3/20/15,81,47,72,54,30,75,58,43,56,22,56,37,46,22,64,421.190002
3/21/15,82,65,82,66,29,87,69,63,13,25,67,33,52,25,56,419.100006
3/22/15,75,76,85,70,27,82,71,65,57,24,49,49,43,24,57,426.880005
3/23/15,68,60,67,63,32,72,66,44,46,41,61,28,57,41,66,433.690002
3/24/15,73,58,69,66,32,73,66,45,43,21,61,57,61,21,64,636.98999
3/25/15,78,50,64,65,38,71,54,44,32,30,66,73,55,30,60,633.789978
3/26/15,79,58,68,57,30,69,67,41,49,24,54,49,39,24,100,632.650024
3/27/15,63,56,80,60,31,72,61,50,41,0,63,60,29,0,98,607.940002
3/28/15,61,62,90,62,32,84,71,64,41,0,60,45,56,0,63,607.049988
3/29/15,74,74,97,65,31,81,83,64,30,0,63,17,25,0,58,617.73999
3/30/15,55,59,73,65,33,65,66,44,32,61,61,57,61,61,62,617.890015
3/31/15,54,56,72,65,38,76,66,45,50,42,70,29,61,42,62,581.809998
1/1/16,93,100,93,91,25,100,86,100,29,0,89,17,75,0,70,593
1/2/16,89,93,92,100,28,89,95,98,32,0,90,25,71,0,66,570.179993
1/3/16,100,94,93,93,25,82,100,90,22,31,81,14,100,31,65,574.47998
1/4/16,88,76,64,95,25,70,88,60,21,39,78,16,56,39,73,571.77002
1/5/16,74,71,67,93,26,70,82,56,31,27,96,8,64,27,72,575.02002
1/6/16,83,73,71,89,25,80,82,57,27,14,73,21,77,14,71,596.380005
1/7/16,64,67,69,94,24,78,80,55,22,40,77,21,64,40,75,596.530029
1/8/16,69,64,88,90,23,81,76,60,32,14,79,4,62,14,82,601.25
1/9/16,74,82,86,93,26,90,83,77,21,61,68,9,73,61,66,583.349976
1/10/16,78,80,83,94,23,78,92,80,32,44,63,32,46,44,62,635.349976
1/11/16,72,65,74,89,24,74,80,56,18,38,70,16,68,38,72,587
1/12/16,80,70,61,95,24,69,73,49,18,26,82,12,72,26,74,574.809998
1/13/16,69,61,56,99,23,67,68,51,22,65,81,8,65,65,72,552.099976
1/14/16,68,63,64,86,23,65,65,50,27,52,81,20,50,52,72,531.070007
1/15/16,76,59,70,91,24,69,61,55,19,40,72,4,47,40,70,536.26001
1/16/16,79,80,80,89,27,95,68,81,23,46,74,14,74,46,64,502.130005
1/17/16,72,80,87,90,25,73,76,77,21,30,67,14,75,30,65,488.100006
1/18/16,79,64,72,92,26,72,64,57,25,39,79,12,45,39,71,482.070007
1/19/16,72,59,72,91,28,69,62,47,26,39,81,12,49,39,71,490.480011
1/20/16,75,58,64,97,33,69,62,48,21,0,77,8,78,0,70,503.820007
1/21/16,67,66,81,100,83,66,62,50,27,0,100,17,59,0,72,507.079987
1/22/16,67,60,77,92,100,70,64,56,23,67,77,29,49,67,72,521.099976
1/23/16,84,74,100,89,71,72,67,80,18,44,94,23,81,44,66,534.099976
1/24/16,77,80,87,83,48,72,75,79,29,29,88,14,71,29,65,525
1/25/16,62,60,71,89,38,57,63,50,18,25,80,24,58,25,73,534.900024
1/26/16,75,62,65,90,33,69,63,50,25,39,70,24,66,39,72,559.5
1/27/16,68,60,65,99,30,71,63,47,16,26,93,16,62,26,75,552.940002
1/28/16,72,53,74,86,30,73,58,47,18,39,78,20,66,39,75,554.039978
1/29/16,77,53,73,80,29,74,58,49,17,40,86,25,59,40,74,555.150024
1/30/16,75,67,95,77,33,72,66,70,24,0,68,19,71,0,67,555.22998
1/31/16,84,74,86,87,30,88,73,78,22,100,76,18,65,100,65,552.52002
2/1/16,66,57,61,82,29,73,61,49,23,25,90,15,57,25,74,579.039978
2/2/16,60,57,62,86,30,60,59,45,22,12,77,8,64,12,73,580.210022
2/3/16,64,54,72,82,29,67,57,43,36,12,79,20,46,12,71,577.48999
2/4/16,58,58,66,85,28,65,57,43,18,38,73,16,48,38,74,575.140015
2/5/16,59,58,76,75,27,68,57,49,20,53,72,8,44,53,74,562.799988
2/6/16,68,69,82,78,29,77,68,69,25,72,70,5,59,72,65,560.26001
2/7/16,62,81,69,91,29,68,70,73,25,29,70,19,44,29,63,559.469971
2/8/16,64,58,76,74,31,58,62,51,21,13,77,20,43,13,100,558.929993
2/9/16,58,61,61,80,32,59,59,46,20,26,94,16,43,26,80,569.609985
2/10/16,70,59,70,79,28,63,56,45,21,50,73,12,41,50,75,573.369995
2/11/16,62,59,60,76,28,65,54,46,19,25,81,0,51,25,74,577.02002
2/12/16,55,57,76,76,27,75,54,45,23,39,73,4,55,39,76,574.27002
2/13/16,68,69,71,71,30,73,61,65,19,14,60,18,47,14,69,559.440002
2/14/16,79,69,86,72,26,59,61,66,21,43,76,5,50,43,65,552.080017
2/15/16,65,58,63,78,29,57,56,57,20,38,68,20,56,38,76,553.97998
2/16/16,62,54,66,83,28,62,55,47,15,0,74,20,55,0,72,560.47998
2/17/16,64,55,66,75,28,58,57,42,20,25,66,16,67,25,73,569.630005
2/18/16,61,54,66,75,35,70,54,44,15,37,97,12,83,37,70,582.950012
2/19/16,59,60,61,72,34,69,55,46,20,26,83,8,62,26,71,579.869995
2/20/16,57,74,80,78,35,75,60,63,24,29,87,14,58,29,64,593.859985
2/21/16,81,68,95,76,31,67,64,73,100,28,62,13,63,28,63,598.690002
2/22/16,66,55,59,79,31,62,56,47,26,62,75,19,71,62,72,593.640015
2/23/16,69,46,65,75,29,67,55,45,25,73,74,8,64,73,72,598.5
2/24/16,57,58,57,77,27,58,54,45,17,25,80,19,47,25,69,593.190002
2/25/16,64,57,68,75,27,62,53,40,22,0,82,23,32,0,69,586.140015
2/26/16,65,52,74,75,27,62,55,45,25,13,85,24,55,13,71,602.080017
2/27/16,66,69,83,71,31,72,62,64,24,28,75,13,50,28,64,591.429993
2/28/16,70,75,70,75,28,67,67,62,20,70,63,13,84,70,61,594.599976
2/29/16,62,57,54,72,28,61,58,44,16,24,65,11,53,24,73,595.929993
3/1/16,59,52,63,76,30,54,57,43,22,24,74,19,62,24,71,603.169983
3/2/16,59,51,67,72,30,54,56,39,17,73,76,84,49,73,73,614.820007
3/3/16,69,51,67,76,31,60,53,39,18,73,72,100,60,73,82,620.75
3/4/16,47,55,58,75,30,64,54,43,16,13,76,72,37,13,77,625.890015
3/5/16,71,67,77,71,32,67,59,59,23,0,84,53,60,0,67,635.349976
3/6/16,62,70,80,76,32,59,62,66,26,70,87,56,52,70,64,627.900024
3/7/16,70,55,58,79,32,53,56,42,18,24,72,19,50,24,77,632.98999
3/8/16,52,52,58,78,32,58,55,43,23,24,84,15,59,24,72,631
3/9/16,58,50,55,73,38,64,53,42,17,36,68,23,50,36,77,620.5
3/10/16,66,51,61,82,35,62,52,43,29,73,70,27,56,73,78,626.200012
3/11/16,61,47,58,70,35,68,50,48,20,13,70,20,40,13,78,616.880005
3/12/16,66,59,82,76,43,64,58,63,29,0,70,9,52,0,69,606.570007
3/13/16,74,64,70,79,43,62,62,63,23,42,72,18,51,42,70,602
3/14/16,67,49,58,76,40,56,54,45,22,24,71,12,60,24,77,659.590027
3/15/16,67,54,61,71,40,54,53,41,19,61,67,12,71,61,77,683.849976
3/16/16,61,55,54,73,45,58,52,44,23,24,75,19,68,24,72,671.320007
3/17/16,60,47,61,71,40,55,50,40,17,12,61,12,50,12,75,670.900024
3/18/16,54,54,72,71,41,68,52,47,21,51,66,28,38,51,76,659.090027
3/19/16,63,70,79,71,45,69,59,62,22,0,61,9,44,0,67,673.950012
3/20/16,80,68,81,81,43,63,62,61,23,0,63,18,62,0,67,679.75
3/21/16,71,58,54,77,42,60,57,46,23,25,84,8,61,25,74,703.070007
3/22/16,67,54,57,73,42,57,51,44,19,0,65,27,52,0,72,753.669983
3/23/16,54,54,67,73,44,57,52,45,19,25,71,8,50,25,74,757.179993
3/24/16,64,55,66,76,39,64,56,44,22,26,78,8,47,26,74,780.450012
3/25/16,64,59,66,74,45,61,54,58,20,14,81,22,49,14,69,795.98999
3/26/16,63,62,78,73,47,62,61,58,18,0,71,0,56,0,71,796.919983
3/27/16,97,65,69,75,50,59,59,62,22,30,70,9,56,30,65,795.900024
3/28/16,77,56,76,78,51,56,59,51,20,39,58,12,44,39,69,799.02002
3/29/16,73,54,65,76,50,58,57,46,27,12,74,8,39,12,72,813.640015
3/30/16,62,55,54,75,50,53,54,45,17,61,77,15,64,61,72,817.140015
3/31/16,61,56,46,72,42,56,54,44,18,25,70,16,39,25,73,809.719971
1/1/17,96,94,100,82,52,85,100,98,37,39,38,39,64,39,100,807.47998
1/2/17,87,100,84,100,52,83,100,90,33,32,57,33,100,32,95,809.039978
1/3/17,83,71,74,88,51,78,94,72,47,15,57,36,60,15,92,808.330017
1/4/17,80,64,80,90,49,75,89,68,39,38,46,22,54,38,95,817.880005
1/5/17,88,75,72,89,49,76,87,66,41,84,60,48,69,84,92,822.440002
1/6/17,76,67,78,89,48,76,85,79,40,79,49,54,58,79,90,836.52002
1/7/17,85,82,86,81,52,80,96,95,39,51,50,34,79,51,86,839.150024
1/8/17,93,98,90,90,51,73,99,100,42,17,42,64,59,17,83,835.77002
1/9/17,78,74,68,96,48,67,85,70,37,59,49,42,62,59,88,830.380005
1/10/17,76,64,62,90,49,69,85,61,30,15,48,61,71,15,83,823.47998
1/11/17,81,66,77,86,51,68,81,60,28,29,49,42,37,29,83,832.349976
1/12/17,75,64,81,80,55,70,82,71,32,30,51,100,50,30,85,839.950012
1/13/17,73,70,80,83,45,70,82,79,31,30,100,97,52,30,84,810.200012
1/14/17,82,79,81,80,51,78,90,93,35,34,52,90,58,34,77,807.640015
1/15/17,100,88,92,87,55,72,96,95,29,59,53,58,55,59,75,812.5
1/16/17,79,67,77,79,51,60,84,74,45,15,46,64,68,15,81,819.710022
1/17/17,80,59,66,90,49,66,79,64,20,51,49,55,53,51,80,821.359985
1/18/17,68,60,65,85,51,63,78,59,27,37,51,54,54,37,81,827.460022
1/19/17,66,53,64,87,53,64,75,61,23,29,47,71,59,29,79,836.530029
1/20/17,70,62,78,75,95,68,80,67,36,15,49,25,58,15,76,836.390015
1/21/17,73,71,99,80,100,67,87,86,29,42,46,40,40,42,73,842.700012
1/22/17,83,80,98,91,87,60,97,96,21,59,45,55,57,59,71,844.140015
1/23/17,92,55,64,81,66,58,80,64,47,15,47,33,44,15,79,845.070007
1/24/17,81,66,66,81,53,58,78,60,20,15,47,48,65,15,77,856.440002
1/25/17,66,65,66,86,52,61,81,58,35,37,48,52,54,37,78,855.609985
1/26/17,64,54,72,78,53,65,82,62,27,37,40,34,54,37,79,852.190002
1/27/17,73,56,69,76,50,73,78,68,35,45,44,34,45,45,78,845.23999
1/28/17,77,74,73,82,56,67,89,90,35,43,43,42,63,43,74,848.640015
1/29/17,86,82,83,79,52,68,98,90,50,67,49,40,43,67,73,845.039978
1/30/17,84,68,62,78,47,64,80,60,20,37,46,28,36,37,79,853.080017
1/31/17,73,58,72,73,49,61,81,60,36,44,52,23,48,44,79,848.909973
2/1/17,76,59,67,74,46,63,80,57,34,14,44,52,54,14,76,849.880005
2/2/17,73,58,67,72,50,69,82,57,20,59,42,21,73,59,83,846.609985
2/3/17,74,55,70,75,51,70,77,64,38,61,43,31,35,61,78,846.02002
2/4/17,74,80,89,77,53,73,86,80,25,92,48,29,66,92,70,850.5
2/5/17,76,80,81,78,51,59,92,81,39,33,47,43,44,33,69,853
2/6/17,66,66,68,69,49,55,79,56,16,36,44,22,49,36,77,852.460022
2/7/17,69,62,65,79,48,59,81,52,33,65,45,39,45,65,75,854.590027
2/8/17,61,60,72,67,48,63,80,55,38,29,43,12,48,29,76,852.530029
2/9/17,69,64,77,75,48,57,74,54,43,44,44,45,39,44,75,852.969971
2/10/17,63,60,75,77,49,64,74,58,22,30,48,30,37,30,75,853.419983
2/11/17,76,75,87,75,54,69,85,74,25,34,43,39,56,34,70,852.309998
2/12/17,72,84,89,77,53,66,93,78,43,83,43,63,47,83,68,856.969971
2/13/17,61,60,55,70,48,60,78,52,24,36,48,34,44,36,77,843.200012
2/14/17,74,60,70,68,51,62,70,54,30,36,51,12,47,36,75,848.059998
2/15/17,68,64,72,70,46,58,76,55,27,37,46,29,46,37,74,847.380005
2/16/17,66,52,71,68,47,65,74,53,25,22,42,38,44,22,72,845.609985
2/17/17,64,61,76,68,49,70,71,62,26,38,39,39,37,38,73,846.820007
2/18/17,78,70,88,65,57,66,85,77,19,34,45,39,42,34,68,856
2/19/17,89,72,80,75,55,62,90,83,25,100,44,43,44,100,66,874.320007
2/20/17,84,61,66,70,51,58,78,66,22,29,43,43,51,29,75,876.340027
2/21/17,75,58,67,76,55,58,76,57,39,36,41,37,42,36,75,886.539978
2/22/17,71,65,65,78,52,63,76,53,18,22,50,43,45,22,78,891.51001
2/23/17,69,54,68,74,49,65,74,54,32,44,43,40,43,44,80,906.830017
2/24/17,72,70,74,75,54,70,74,64,26,31,40,29,45,31,75,909.280029
2/25/17,86,70,85,75,60,64,89,77,27,43,42,36,50,43,68,898.280029
2/26/17,81,78,82,80,59,65,97,87,25,34,43,35,51,34,70,894.880005
2/27/17,71,66,63,66,52,59,82,57,22,73,44,51,46,73,77,907.039978
2/28/17,80,54,71,71,56,100,81,70,100,37,53,45,47,37,77,902.359985
3/1/17,73,56,69,68,55,57,79,58,46,14,49,59,42,14,75,896.22998
3/2/17,66,53,73,70,53,59,79,53,28,36,47,58,46,36,77,884.669983
3/3/17,73,58,77,74,54,67,78,61,46,30,52,57,29,30,77,901.98999
3/4/17,85,76,93,82,62,66,84,74,24,49,44,56,50,49,69,903.780029
3/5/17,88,84,89,75,62,64,94,82,15,25,48,42,51,25,71,899.200012
3/6/17,80,60,65,69,57,59,79,58,26,21,46,25,49,21,78,902.059998
3/7/17,83,64,70,73,57,61,75,56,29,14,42,50,47,14,78,898.530029
3/8/17,61,53,65,72,54,57,76,49,28,29,45,36,51,29,80,907.409973
3/9/17,63,59,66,72,56,67,72,51,31,65,44,71,39,65,76,907.619995
3/10/17,63,59,71,65,57,64,73,55,31,52,45,29,46,52,77,909.289978
3/11/17,72,71,88,70,60,67,80,75,38,33,47,56,48,33,72,918.380005
3/12/17,85,75,95,77,53,59,88,78,11,16,39,48,47,16,70,924.98999
3/13/17,77,61,61,70,50,55,75,56,23,36,40,34,43,36,75,948.22998
3/14/17,74,54,69,69,54,57,74,59,31,36,44,55,43,36,75,946.940002
3/15/17,71,55,62,71,56,56,71,53,26,50,46,17,44,50,74,941.030029
3/16/17,75,51,64,70,60,53,72,51,25,43,40,34,27,43,74,937.530029
3/17/17,63,61,67,65,57,58,73,56,29,46,40,39,59,46,72,934.150024
3/18/17,85,70,97,64,64,65,82,72,32,58,41,48,35,58,68,949.039978
3/19/17,87,73,87,64,62,56,92,80,30,33,38,33,62,33,70,952.820007
3/20/17,78,62,71,66,61,54,79,56,28,29,39,32,50,29,76,948.950012
3/21/17,71,60,75,70,60,57,76,50,25,58,41,26,49,58,76,947.619995
3/22/17,82,58,64,71,61,49,74,53,43,50,39,46,30,50,74,961.349976
3/23/17,71,47,72,65,77,57,70,53,18,51,44,31,46,51,77,957.969971
3/24/17,63,60,71,64,63,62,69,58,21,46,46,36,41,46,72,966.070007
3/25/17,73,66,77,67,73,60,73,74,31,43,39,39,49,43,71,944.76001
3/26/17,87,70,78,72,66,54,80,73,17,42,42,36,56,42,72,958.48999
3/27/17,84,50,66,70,59,57,73,56,39,29,42,39,58,29,75,959.840027
3/28/17,77,51,58,68,61,56,76,52,39,36,48,34,37,36,74,966.070007
3/29/17,74,57,74,67,63,58,76,54,35,44,43,30,50,44,74,944.76001
3/30/17,75,55,61,74,68,55,77,51,30,52,44,37,48,52,76,958.48999
3/31/17,58,57,76,65,56,64,72,57,33,15,50,45,40,15,72,959.840027
