"","date","Amazon"
"3302","2015-10-15",50
"3303","2015-10-16",48
"3304","2015-10-17",49
"3305","2015-10-18",51
"3306","2015-10-19",49
"3307","2015-10-20",47
"3308","2015-10-21",46
"3309","2015-10-22",46
"3310","2015-10-23",46
"3311","2015-10-24",47
"3312","2015-10-25",51
"3313","2015-10-26",54
"3314","2015-10-27",52
"3315","2015-10-28",50
"3316","2015-10-29",47
"3317","2015-10-30",45
"3318","2015-10-31",44
"3319","2015-11-01",51
"3320","2015-11-02",49
"3321","2015-11-03",49
"3322","2015-11-04",49
"3323","2015-11-05",50
"3324","2015-11-06",48
"3325","2015-11-07",52
"3326","2015-11-08",56
"3327","2015-11-09",53
"3328","2015-11-10",50
"3329","2015-11-11",51
"3330","2015-11-12",49
"3331","2015-11-13",49
"3332","2015-11-14",49
"3333","2015-11-15",56
"3334","2015-11-16",51
"3335","2015-11-17",51
"3336","2015-11-18",52
"3337","2015-11-19",53
"3338","2015-11-20",53
"3339","2015-11-21",58
"3340","2015-11-22",65
"3341","2015-11-23",64
"3342","2015-11-24",61
"3343","2015-11-25",63
"3344","2015-11-26",70
"3345","2015-11-27",100
"3346","2015-11-28",77
"3347","2015-11-29",77
"3348","2015-11-30",87
"3349","2015-12-01",72
"3350","2015-12-02",65
"3351","2015-12-03",63
"3352","2015-12-04",60
"3353","2015-12-05",66
"3354","2015-12-06",72
"3355","2015-12-07",67
"3356","2015-12-08",68
"3357","2015-12-09",67
"3358","2015-12-10",65
"3359","2015-12-11",63
"3360","2015-12-12",69
"3361","2015-12-13",73
"3362","2015-12-14",69
"3363","2015-12-15",70
"3364","2015-12-16",67
"3365","2015-12-17",65
"3366","2015-12-18",66
"3367","2015-12-19",68
"3368","2015-12-20",68
"3369","2015-12-21",65
"3370","2015-12-22",60
"3371","2015-12-23",55
"3372","2015-12-24",50
"3373","2015-12-25",62
"3374","2015-12-26",68
"3375","2015-12-27",65
"3376","2015-12-28",61
"3377","2015-12-29",60
"3378","2015-12-30",56
"3379","2015-12-31",49
"3380","2016-01-01",90
"3381","2016-01-02",98
"3382","2016-01-03",100
"3383","2016-01-04",92
"3384","2016-01-05",90
"3385","2016-01-06",90
"3386","2016-01-07",88
"3387","2016-01-08",86
"3388","2016-01-09",91
"3389","2016-01-10",93
"3390","2016-01-11",86
"3391","2016-01-12",84
"3392","2016-01-13",84
"3393","2016-01-14",80
"3394","2016-01-15",82
"3395","2016-01-16",89
"3396","2016-01-17",91
"3397","2016-01-18",86
"3398","2016-01-19",84
"3399","2016-01-20",83
"3400","2016-01-21",90
"3401","2016-01-22",90
"3402","2016-01-23",90
"3403","2016-01-24",92
"3404","2016-01-25",84
"3405","2016-01-26",82
"3406","2016-01-27",83
"3407","2016-01-28",81
"3408","2016-01-29",79
"3409","2016-01-30",86
"3410","2016-01-31",92
"3411","2016-02-01",84
"3412","2016-02-02",80
"3413","2016-02-03",81
"3414","2016-02-04",78
"3415","2016-02-05",77
"3416","2016-02-06",84
"3417","2016-02-07",86
"3418","2016-02-08",82
"3419","2016-02-09",81
"3420","2016-02-10",81
"3421","2016-02-11",79
"3422","2016-02-12",76
"3423","2016-02-13",81
"3424","2016-02-14",83
"3425","2016-02-15",81
"3426","2016-02-16",77
"3427","2016-02-17",77
"3428","2016-02-18",76
"3429","2016-02-19",75
"3430","2016-02-20",80
"3431","2016-02-21",85
"3432","2016-02-22",79
"3433","2016-02-23",78
"3434","2016-02-24",75
"3435","2016-02-25",76
"3436","2016-02-26",75
"3437","2016-02-27",80
"3438","2016-02-28",85
"3439","2016-02-29",77
"3440","2016-03-01",77
"3441","2016-03-02",77
"3442","2016-03-03",77
"3443","2016-03-04",75
"3444","2016-03-05",81
"3445","2016-03-06",85
"3446","2016-03-07",79
"3447","2016-03-08",77
"3448","2016-03-09",77
"3449","2016-03-10",78
"3450","2016-03-11",74
"3451","2016-03-12",80
"3452","2016-03-13",85
"3453","2016-03-14",78
"3454","2016-03-15",77
"3455","2016-03-16",75
"3456","2016-03-17",74
"3457","2016-03-18",73
"3458","2016-03-19",79
"3459","2016-03-20",84
"3460","2016-03-21",81
"3461","2016-03-22",76
"3462","2016-03-23",77
"3463","2016-03-24",74
"3464","2016-03-25",78
"3465","2016-03-26",77
"3466","2016-03-27",78
"3467","2016-03-28",81
"3468","2016-03-29",79
"3469","2016-03-30",79
"3470","2016-03-31",77
"3471","2016-04-01",88
"3472","2016-04-02",90
"3473","2016-04-03",97
"3474","2016-04-04",93
"3475","2016-04-05",89
"3476","2016-04-06",90
"3477","2016-04-07",89
"3478","2016-04-08",87
"3479","2016-04-09",93
"3480","2016-04-10",98
"3481","2016-04-11",91
"3482","2016-04-12",89
"3483","2016-04-13",90
"3484","2016-04-14",87
"3485","2016-04-15",86
"3486","2016-04-16",91
"3487","2016-04-17",97
"3488","2016-04-18",91
"3489","2016-04-19",89
"3490","2016-04-20",86
"3491","2016-04-21",85
"3492","2016-04-22",85
"3493","2016-04-23",91
"3494","2016-04-24",97
"3495","2016-04-25",93
"3496","2016-04-26",90
"3497","2016-04-27",90
"3498","2016-04-28",90
"3499","2016-04-29",88
"3500","2016-04-30",91
"3501","2016-05-01",100
"3502","2016-05-02",93
"3503","2016-05-03",90
"3504","2016-05-04",87
"3505","2016-05-05",87
"3506","2016-05-06",85
"3507","2016-05-07",89
"3508","2016-05-08",92
"3509","2016-05-09",91
"3510","2016-05-10",91
"3511","2016-05-11",91
"3512","2016-05-12",87
"3513","2016-05-13",87
"3514","2016-05-14",90
"3515","2016-05-15",96
"3516","2016-05-16",93
"3517","2016-05-17",91
"3518","2016-05-18",90
"3519","2016-05-19",87
"3520","2016-05-20",84
"3521","2016-05-21",89
"3522","2016-05-22",95
"3523","2016-05-23",91
"3524","2016-05-24",90
"3525","2016-05-25",88
"3526","2016-05-26",88
"3527","2016-05-27",85
"3528","2016-05-28",88
"3529","2016-05-29",93
"3530","2016-05-30",93
"3531","2016-05-31",91
"3532","2016-06-01",93
"3533","2016-06-02",93
"3534","2016-06-03",88
"3535","2016-06-04",92
"3536","2016-06-05",97
"3537","2016-06-06",92
"3538","2016-06-07",91
"3539","2016-06-08",93
"3540","2016-06-09",89
"3541","2016-06-10",87
"3542","2016-06-11",90
"3543","2016-06-12",97
"3544","2016-06-13",92
"3545","2016-06-14",91
"3546","2016-06-15",92
"3547","2016-06-16",90
"3548","2016-06-17",89
"3549","2016-06-18",93
"3550","2016-06-19",97
"3551","2016-06-20",94
"3552","2016-06-21",93
"3553","2016-06-22",92
"3554","2016-06-23",89
"3555","2016-06-24",86
"3556","2016-06-25",92
"3557","2016-06-26",97
"3558","2016-06-27",93
"3559","2016-06-28",94
"3560","2016-06-29",95
"3561","2016-06-30",96
"3562","2016-07-01",57
"3563","2016-07-02",59
"3564","2016-07-03",62
"3565","2016-07-04",60
"3566","2016-07-05",61
"3567","2016-07-06",61
"3568","2016-07-07",63
"3569","2016-07-08",61
"3570","2016-07-09",62
"3571","2016-07-10",63
"3572","2016-07-11",67
"3573","2016-07-12",100
"3574","2016-07-13",70
"3575","2016-07-14",61
"3576","2016-07-15",57
"3577","2016-07-16",59
"3578","2016-07-17",64
"3579","2016-07-18",62
"3580","2016-07-19",59
"3581","2016-07-20",61
"3582","2016-07-21",59
"3583","2016-07-22",57
"3584","2016-07-23",59
"3585","2016-07-24",65
"3586","2016-07-25",62
"3587","2016-07-26",62
"3588","2016-07-27",63
"3589","2016-07-28",61
"3590","2016-07-29",61
"3591","2016-07-30",64
"3592","2016-07-31",67
"3593","2016-08-01",64
"3594","2016-08-02",64
"3595","2016-08-03",63
"3596","2016-08-04",60
"3597","2016-08-05",59
"3598","2016-08-06",59
"3599","2016-08-07",63
"3600","2016-08-08",66
"3601","2016-08-09",65
"3602","2016-08-10",63
"3603","2016-08-11",61
"3604","2016-08-12",58
"3605","2016-08-13",58
"3606","2016-08-14",61
"3607","2016-08-15",60
"3608","2016-08-16",61
"3609","2016-08-17",61
"3610","2016-08-18",60
"3611","2016-08-19",60
"3612","2016-08-20",61
"3613","2016-08-21",65
"3614","2016-08-22",64
"3615","2016-08-23",63
"3616","2016-08-24",60
"3617","2016-08-25",61
"3618","2016-08-26",61
"3619","2016-08-27",61
"3620","2016-08-28",65
"3621","2016-08-29",63
"3622","2016-08-30",64
"3623","2016-08-31",63
"3624","2016-09-01",62
"3625","2016-09-02",61
"3626","2016-09-03",63
"3627","2016-09-04",66
"3628","2016-09-05",64
"3629","2016-09-06",62
"3630","2016-09-07",64
"3631","2016-09-08",62
"3632","2016-09-09",59
"3633","2016-09-10",62
"3634","2016-09-11",66
"3635","2016-09-12",62
"3636","2016-09-13",62
"3637","2016-09-14",62
"3638","2016-09-15",62
"3639","2016-09-16",62
"3640","2016-09-17",65
"3641","2016-09-18",67
"3642","2016-09-19",64
"3643","2016-09-20",62
"3644","2016-09-21",61
"3645","2016-09-22",60
"3646","2016-09-23",59
"3647","2016-09-24",63
"3648","2016-09-25",66
"3649","2016-09-26",64
"3650","2016-09-27",62
"3651","2016-09-28",62
"3652","2016-09-29",61
"3653","2016-09-30",62
"3654","2016-10-01",56
"3655","2016-10-02",55
"3656","2016-10-03",53
"3657","2016-10-04",51
"3658","2016-10-05",50
"3659","2016-10-06",47
"3660","2016-10-07",46
"3661","2016-10-08",48
"3662","2016-10-09",50
"3663","2016-10-10",48
"3664","2016-10-11",47
"3665","2016-10-12",49
"3666","2016-10-13",47
"3667","2016-10-14",45
"3668","2016-10-15",48
"3669","2016-10-16",51
"3670","2016-10-17",51
"3671","2016-10-18",50
"3672","2016-10-19",50
"3673","2016-10-20",48
"3674","2016-10-21",47
"3675","2016-10-22",49
"3676","2016-10-23",52
"3677","2016-10-24",49
"3678","2016-10-25",50
"3679","2016-10-26",48
"3680","2016-10-27",47
"3681","2016-10-28",47
"3682","2016-10-29",47
"3683","2016-10-30",48
"3684","2016-10-31",45
"3685","2016-11-01",46
"3686","2016-11-02",48
"3687","2016-11-03",46
"3688","2016-11-04",47
"3689","2016-11-05",49
"3690","2016-11-06",53
"3691","2016-11-07",49
"3692","2016-11-08",47
"3693","2016-11-09",40
"3694","2016-11-10",46
"3695","2016-11-11",50
"3696","2016-11-12",52
"3697","2016-11-13",56
"3698","2016-11-14",53
"3699","2016-11-15",54
"3700","2016-11-16",54
"3701","2016-11-17",53
"3702","2016-11-18",57
"3703","2016-11-19",58
"3704","2016-11-20",63
"3705","2016-11-21",62
"3706","2016-11-22",61
"3707","2016-11-23",63
"3708","2016-11-24",70
"3709","2016-11-25",100
"3710","2016-11-26",74
"3711","2016-11-27",73
"3712","2016-11-28",85
"3713","2016-11-29",67
"3714","2016-11-30",61
"3715","2016-12-01",61
"3716","2016-12-02",60
"3717","2016-12-03",63
"3718","2016-12-04",68
"3719","2016-12-05",64
"3720","2016-12-06",65
"3721","2016-12-07",62
"3722","2016-12-08",63
"3723","2016-12-09",61
"3724","2016-12-10",61
"3725","2016-12-11",70
"3726","2016-12-12",68
"3727","2016-12-13",66
"3728","2016-12-14",68
"3729","2016-12-15",65
"3730","2016-12-16",65
"3731","2016-12-17",69
"3732","2016-12-18",72
"3733","2016-12-19",67
"3734","2016-12-20",65
"3735","2016-12-21",62
"3736","2016-12-22",57
"3737","2016-12-23",52
"3738","2016-12-24",49
"3739","2016-12-25",61
"3740","2016-12-26",64
"3741","2016-12-27",61
"3742","2016-12-28",60
"3743","2016-12-29",57
"3744","2016-12-30",57
"3745","2016-12-31",48
"3746","2017-01-01",91
"3747","2017-01-02",100
"3748","2017-01-03",97
"3749","2017-01-04",94
"3750","2017-01-05",90
"3751","2017-01-06",89
"3752","2017-01-07",95
"3753","2017-01-08",97
"3754","2017-01-09",90
"3755","2017-01-10",89
"3756","2017-01-11",90
"3757","2017-01-12",88
"3758","2017-01-13",87
"3759","2017-01-14",91
"3760","2017-01-15",95
"3761","2017-01-16",87
"3762","2017-01-17",86
"3763","2017-01-18",85
"3764","2017-01-19",82
"3765","2017-01-20",87
"3766","2017-01-21",91
"3767","2017-01-22",96
"3768","2017-01-23",87
"3769","2017-01-24",82
"3770","2017-01-25",82
"3771","2017-01-26",81
"3772","2017-01-27",79
"3773","2017-01-28",86
"3774","2017-01-29",89
"3775","2017-01-30",83
"3776","2017-01-31",82
"3777","2017-02-01",80
"3778","2017-02-02",82
"3779","2017-02-03",81
"3780","2017-02-04",84
"3781","2017-02-05",88
"3782","2017-02-06",81
"3783","2017-02-07",80
"3784","2017-02-08",81
"3785","2017-02-09",79
"3786","2017-02-10",78
"3787","2017-02-11",83
"3788","2017-02-12",86
"3789","2017-02-13",78
"3790","2017-02-14",75
"3791","2017-02-15",76
"3792","2017-02-16",75
"3793","2017-02-17",76
"3794","2017-02-18",81
"3795","2017-02-19",84
"3796","2017-02-20",80
"3797","2017-02-21",78
"3798","2017-02-22",79
"3799","2017-02-23",77
"3800","2017-02-24",77
"3801","2017-02-25",80
"3802","2017-02-26",85
"3803","2017-02-27",80
"3804","2017-02-28",86
"3805","2017-03-01",82
"3806","2017-03-02",80
"3807","2017-03-03",80
"3808","2017-03-04",84
"3809","2017-03-05",89
"3810","2017-03-06",81
"3811","2017-03-07",80
"3812","2017-03-08",78
"3813","2017-03-09",76
"3814","2017-03-10",77
"3815","2017-03-11",80
"3816","2017-03-12",84
"3817","2017-03-13",78
"3818","2017-03-14",77
"3819","2017-03-15",77
"3820","2017-03-16",74
"3821","2017-03-17",74
"3822","2017-03-18",79
"3823","2017-03-19",84
"3824","2017-03-20",78
"3825","2017-03-21",77
"3826","2017-03-22",78
"3827","2017-03-23",79
"3828","2017-03-24",76
"3829","2017-03-25",79
"3830","2017-03-26",84
"3831","2017-03-27",78
"3832","2017-03-28",77
"3833","2017-03-29",78
"3834","2017-03-30",80
"3835","2017-03-31",78
