date,Google,Translate,Docs,Okay google,gmail,Earth,Hangout,Maps,Street View,Classroom,Chrome,Price
3/2/11,90,87,96,75,98,68,0,87,56,25,75,283.482452
3/3/11,93,83,87,64,98,65,0,84,53,38,77,286.017944
3/4/11,92,78,86,27,96,66,0,87,59,46,74,288.917053
3/5/11,93,75,55,74,81,76,0,82,58,55,89,288.000488
3/6/11,90,86,62,31,78,73,0,75,63,55,85,287.606964
3/7/11,91,86,89,26,96,66,0,81,60,70,73,284.239594
3/8/11,93,86,94,39,95,66,0,82,55,70,74,287.064026
3/9/11,94,85,92,42,95,64,0,82,52,62,84,288.174835
3/10/11,93,83,90,37,95,65,0,83,54,68,84,264.359131
3/11/11,98,77,78,86,92,100,0,93,53,57,81,262.43631
3/12/11,95,69,52,32,80,94,0,83,59,31,90,259.791229
3/13/11,92,75,57,42,78,95,0,77,64,47,83,261.883392
3/14/11,93,77,82,52,97,83,0,83,54,46,75,261.56958
3/15/11,95,83,85,38,98,83,77,85,52,31,75,261.544678
3/16/11,96,83,90,66,96,81,0,85,56,68,81,265.415161
3/17/11,96,84,88,51,96,76,0,85,53,69,80,267.875946
3/18/11,93,75,76,40,94,75,0,86,51,53,80,267.98053
3/19/11,93,71,50,52,80,79,0,80,51,46,90,271.034088
3/20/11,92,80,64,51,78,78,0,75,62,30,86,268.274445
3/21/11,93,84,91,58,98,69,76,81,59,43,74,265.948151
3/22/11,94,85,92,100,100,69,0,84,62,50,77,266.894623
3/23/11,96,85,93,25,97,66,0,84,54,50,78,266.137451
3/24/11,100,85,85,51,97,67,0,85,54,69,80,266.650543
3/25/11,95,77,73,53,95,68,0,85,52,26,80,267.83609
3/26/11,93,72,56,78,82,77,0,81,57,31,91,270.316772
3/27/11,92,79,65,76,81,76,93,74,56,0,85,331.462585
3/28/11,93,83,96,49,99,64,0,82,47,60,71,332.892242
3/29/11,95,85,97,33,100,67,0,82,49,74,73,328.274536
3/30/11,96,86,100,62,97,66,0,82,53,68,70,323.796326
3/31/11,99,84,97,50,98,66,0,84,57,75,72,310.06778
1/1/12,91,79,37,91,78,97,51,74,50,48,87,310.406525
1/2/12,88,79,52,35,90,87,33,84,41,37,87,311.811249
1/3/12,88,84,69,78,91,83,61,89,40,34,85,313.644379
1/4/12,88,87,73,58,92,83,36,90,42,51,90,311.328064
1/5/12,89,89,72,46,92,87,30,90,39,23,88,313.116364
1/6/12,90,83,71,41,90,91,19,88,43,83,92,315.273285
1/7/12,90,80,47,100,79,94,43,86,42,34,100,318.590851
1/8/12,87,86,54,30,78,97,28,82,44,26,94,291.900879
1/9/12,89,90,83,50,96,82,53,90,38,66,84,291.666748
1/10/12,89,93,84,44,95,83,64,89,40,55,84,289.380341
1/11/12,93,96,86,63,96,86,59,95,46,55,85,283.681702
1/12/12,91,94,87,57,95,85,71,94,55,44,85,282.989288
1/13/12,91,88,77,46,93,87,37,94,50,40,86,288.907104
1/14/12,89,78,49,61,79,93,21,90,54,40,94,287.766388
1/15/12,89,86,53,45,76,96,35,83,49,26,89,288.971863
1/16/12,88,90,70,25,95,83,47,91,50,22,82,289.330505
1/17/12,91,94,86,50,95,84,29,92,51,66,82,291.462524
1/18/12,100,96,85,56,93,85,52,92,47,92,83,297.051575
1/19/12,93,93,88,31,95,85,53,91,49,71,83,303.407745
1/20/12,92,86,79,39,92,88,42,94,47,51,83,302.252075
1/21/12,90,79,50,37,79,95,55,86,53,26,88,303.786346
1/22/12,88,86,54,88,76,96,62,82,55,39,83,304.588318
1/23/12,88,91,85,37,94,84,40,92,47,70,73,301.8237
1/24/12,91,95,88,44,96,86,52,93,48,65,74,304.95694
1/25/12,92,95,88,74,94,86,81,98,46,60,74,303.741516
1/26/12,92,92,87,38,93,89,77,97,46,100,79,301.649353
1/27/12,92,97,80,39,93,95,43,97,48,51,81,302.127563
1/28/12,92,85,49,68,80,100,28,91,51,53,90,301.191071
1/29/12,90,90,60,96,77,100,55,84,56,46,86,305.853577
1/30/12,89,95,86,67,96,88,51,91,46,86,76,302.8349
1/31/12,91,96,90,67,97,86,63,91,48,70,76,301.923309
2/1/12,88,95,94,74,97,84,34,90,46,81,77,303.811249
2/2/12,89,94,92,49,95,85,35,90,47,49,77,303.517334
2/3/12,89,88,82,51,93,86,60,94,49,79,77,308.040375
2/4/12,87,79,49,52,80,92,35,86,49,19,86,307.970642
2/5/12,88,85,57,51,76,94,48,81,51,52,84,310.037903
2/6/12,88,94,91,49,97,81,51,87,39,54,75,309.465057
2/7/12,93,97,94,36,96,84,45,91,41,53,79,305.978119
2/8/12,93,98,98,37,97,84,34,92,39,86,80,301.350464
2/9/12,92,98,92,68,96,85,23,93,41,92,85,302.267029
2/10/12,91,90,89,51,94,87,24,93,42,45,87,302.436401
2/11/12,89,78,55,74,79,91,48,86,43,39,94,299.004272
2/12/12,89,84,56,79,74,93,53,76,41,50,86,301.445099
2/13/12,88,91,92,30,96,77,39,88,40,42,76,307.736542
2/14/12,96,98,93,56,96,79,52,90,38,71,76,306.844879
2/15/12,91,96,92,62,97,80,40,89,38,38,92,309.405273
2/16/12,92,94,95,31,96,84,29,93,41,93,82,311.352966
2/17/12,90,87,84,78,93,87,36,94,41,46,80,315.806274
2/18/12,89,80,50,60,80,91,56,89,42,33,90,315.562195
2/19/12,87,86,53,67,76,92,42,81,44,46,87,318.795074
2/20/12,89,94,75,57,94,85,47,88,40,78,76,321.818756
2/21/12,90,98,95,57,95,83,35,91,48,83,75,320.095215
2/22/12,96,100,92,43,97,85,29,92,47,64,76,323.452606
2/23/12,93,95,95,43,97,84,29,94,46,43,77,322.301941
2/24/12,89,89,81,44,94,82,47,95,43,61,77,326.655609
2/25/12,90,80,51,66,79,89,41,90,43,45,89,322.994324
2/26/12,89,87,62,51,77,90,68,81,50,64,84,319.422729
2/27/12,89,96,93,48,97,78,84,89,37,64,73,322.252106
2/28/12,91,99,98,42,98,80,51,90,37,74,73,320.110138
2/29/12,96,100,100,61,99,84,57,93,34,64,75,316.389099
3/1/12,93,100,99,90,100,81,54,94,34,84,78,314.97937
3/2/12,90,92,85,73,97,87,49,96,68,29,78,314.242157
3/3/12,88,81,52,46,82,92,100,92,63,47,86,312.259583
3/4/12,87,93,59,23,79,94,50,83,60,33,81,316.792572
3/5/12,87,97,97,31,99,83,64,94,45,71,76,324.28949
3/6/12,91,97,93,24,98,82,45,92,44,58,72,311.133789
3/7/12,94,95,92,96,96,80,22,91,41,37,76,301.903381
3/8/12,97,96,94,31,95,83,17,92,36,43,74,303.646851
3/9/12,93,89,81,83,94,86,54,95,43,45,77,302.59082
3/10/12,91,80,49,73,79,88,41,89,39,32,84,298.531036
3/11/12,92,88,58,94,77,88,41,82,39,51,78,296.917084
3/12/12,91,98,92,48,99,82,56,91,34,85,70,297.684204
3/13/12,93,100,91,66,97,79,62,91,36,84,72,299.51236
3/14/12,93,99,89,43,97,81,51,91,36,70,74,303.721588
3/15/12,93,96,92,37,98,82,58,93,32,93,73,306.585846
3/16/12,91,89,80,39,94,84,42,94,40,57,73,306.341766
3/17/12,92,82,49,67,80,87,35,89,37,39,80,301.295685
3/18/12,91,89,57,58,75,89,27,80,39,83,75,301.086456
3/19/12,91,98,95,49,97,82,40,90,35,75,70,302.496185
3/20/12,94,98,97,61,98,84,51,93,33,59,71,304.369141
3/21/12,92,99,94,55,96,82,40,91,37,64,67,297.370392
3/22/12,93,94,97,74,97,84,29,95,100,65,70,302.640625
3/23/12,94,90,88,39,94,83,55,100,86,86,74,305.250854
3/24/12,90,81,51,60,78,85,35,94,73,53,81,303.437653
3/25/12,90,88,62,52,77,85,28,83,62,26,77,305.684235
3/26/12,90,98,92,18,100,81,28,95,67,32,68,301.484955
3/27/12,97,99,96,55,98,81,51,95,67,69,71,300.872253
3/28/12,93,99,94,43,97,81,57,94,56,54,77,304.413971
3/29/12,92,96,89,50,96,81,58,94,51,65,73,360.274597
3/30/12,91,90,82,26,93,82,31,97,51,63,75,360.483826
3/31/12,90,78,50,52,77,90,42,99,45,52,82,367.607117
1/1/13,95,80,38,62,69,94,39,76,37,35,84,366.003143
1/2/13,92,81,59,62,82,85,65,88,39,19,85,365.280823
1/3/13,92,84,67,45,83,89,53,93,36,29,85,367.681824
1/4/13,93,82,63,59,82,92,39,94,37,54,84,369.35556
1/5/13,95,77,41,51,69,92,42,86,38,24,89,368.613342
1/6/13,94,82,48,83,67,94,46,81,41,46,85,360.274597
1/7/13,93,92,81,57,88,85,38,92,38,47,79,361.111481
1/8/13,93,94,88,49,87,88,43,93,34,48,81,356.259644
1/9/13,93,97,88,56,87,88,59,95,34,57,85,354.331879
1/10/13,94,96,90,78,89,94,35,95,37,72,84,350.939606
1/11/13,92,91,81,74,85,93,57,97,34,57,87,350.12265
1/12/13,93,78,44,69,69,95,34,87,39,38,96,369.36554
1/13/13,97,89,53,65,67,96,53,83,42,35,96,375.696808
1/14/13,93,96,92,49,87,87,53,94,35,36,89,375.427795
1/15/13,93,98,91,45,89,88,58,94,35,40,90,373.963287
1/16/13,100,99,91,52,89,88,32,97,41,50,91,375.4328
1/17/13,94,98,91,71,87,91,61,95,49,74,86,375.507507
1/18/13,94,89,78,54,85,93,55,97,40,35,88,376.434021
1/19/13,95,78,40,72,70,95,50,89,44,31,95,386.351868
1/20/13,92,85,46,60,67,94,56,83,42,37,91,378.092804
1/21/13,92,92,65,54,87,86,44,91,37,65,84,381.440277
1/22/13,95,96,86,48,88,91,44,94,38,53,85,383.647003
1/23/13,94,96,89,30,88,89,46,94,37,75,88,385.529938
1/24/13,93,95,88,46,86,90,58,93,37,54,88,391.218628
1/25/13,95,89,78,63,85,91,48,95,37,43,88,389.749115
1/26/13,95,79,42,65,70,94,48,89,42,43,95,388.892334
1/27/13,94,86,47,37,67,95,42,82,43,42,90,389.968292
1/28/13,94,98,83,42,88,86,50,92,36,47,83,392.439056
1/29/13,94,98,93,54,91,90,62,95,39,86,87,394.964569
1/30/13,95,98,91,90,87,90,52,94,37,80,85,401.918518
1/31/13,95,97,91,60,87,90,56,96,100,47,84,394.750366
2/1/13,93,89,85,57,86,92,73,99,71,70,88,396.279633
2/2/13,95,77,43,61,70,93,100,90,64,31,98,398.361847
2/3/13,94,85,52,64,67,95,63,82,54,37,93,393.908539
2/4/13,93,95,88,60,89,82,70,90,47,69,100,393.589722
2/5/13,95,99,97,69,90,88,60,93,54,83,92,398.396698
2/6/13,98,99,95,52,90,90,54,96,49,76,93,399.104065
2/7/13,94,97,92,61,88,90,59,94,46,60,90,401.589752
2/8/13,93,88,78,48,85,91,95,96,43,46,90,409.216156
2/9/13,96,78,43,62,70,94,51,91,45,24,95,417.734222
2/10/13,96,86,49,80,67,98,63,85,51,36,92,414.137695
2/11/13,94,93,89,37,85,88,57,92,48,56,87,414.745422
2/12/13,95,99,95,53,86,89,74,92,43,67,86,414.207458
2/13/13,94,96,92,36,89,86,59,93,42,65,86,415.851288
2/14/13,98,97,89,50,89,86,56,94,39,55,86,412.259735
2/15/13,96,88,75,57,85,92,52,96,45,54,87,411.114044
2/16/13,97,77,40,50,70,95,43,92,44,28,92,409.236084
2/17/13,95,82,43,78,67,97,45,84,46,39,89,405.629608
2/18/13,93,91,67,45,88,85,71,91,41,57,82,402.386749
2/19/13,98,97,88,36,90,89,67,96,41,54,84,404.145172
2/20/13,96,98,89,39,91,88,50,94,46,82,85,405.833832
2/21/13,98,97,89,51,90,92,64,96,46,53,87,404.115265
2/22/13,100,89,78,59,88,90,35,98,49,47,91,403.642059
2/23/13,98,80,43,84,73,91,54,89,50,53,99,403.308289
2/24/13,97,87,53,66,70,94,51,82,52,39,96,404.693115
2/25/13,96,97,95,64,92,85,74,90,37,48,87,399.831329
2/26/13,96,99,98,47,98,85,60,94,41,100,89,395.612152
2/27/13,96,100,94,65,99,87,55,95,43,75,88,399.099091
2/28/13,97,100,99,72,98,87,60,94,49,69,88,405.001953
3/1/13,97,92,87,100,95,88,66,99,46,70,87,401.594727
3/2/13,97,77,47,32,77,89,58,91,42,23,90,396.050507
3/3/13,97,86,56,80,75,92,42,86,44,43,90,390.062958
3/4/13,97,98,95,51,100,84,47,94,37,80,81,385.978271
3/5/13,95,99,96,42,98,84,59,94,38,84,84,387.373016
3/6/13,97,96,95,39,98,85,55,94,39,45,86,393.614624
3/7/13,99,95,97,41,97,89,58,97,79,53,85,393.719238
3/8/13,99,88,85,71,93,89,47,100,62,58,83,393.549866
3/9/13,98,77,43,80,75,93,51,94,64,21,92,389.505035
3/10/13,97,84,52,96,72,93,64,86,63,38,87,395.203674
3/11/13,96,95,91,55,97,87,42,97,56,51,79,389.818878
3/12/13,97,95,94,49,96,86,58,96,54,45,82,381.524963
3/13/13,98,95,92,55,95,85,50,95,57,51,81,398.441528
3/14/13,98,95,92,53,95,84,51,95,52,65,83,398.561096
3/15/13,96,87,79,55,92,87,49,97,52,44,84,402.441559
3/16/13,99,76,44,35,75,86,39,92,55,59,89,405.206177
3/17/13,97,82,51,44,72,91,29,86,58,44,86,403.039307
3/18/13,95,94,100,58,96,82,27,92,56,65,80,399.213654
3/19/13,99,98,98,44,97,86,43,95,64,75,83,408.000702
3/20/13,97,97,92,73,97,87,62,96,57,83,83,410.745422
3/21/13,98,95,96,57,96,85,55,98,50,59,82,408.683167
3/22/13,96,85,78,70,91,87,50,98,52,64,83,413.256012
3/23/13,98,76,42,45,75,96,39,94,54,32,90,421.280945
3/24/13,97,81,48,44,72,99,45,87,56,36,86,429.166382
3/25/13,96,92,82,41,96,92,51,96,50,54,79,427.014435
3/26/13,97,93,83,65,97,91,59,98,49,48,82,435.183838
3/27/13,95,93,80,36,93,90,52,96,45,59,84,434.112823
3/28/13,96,89,75,38,90,91,60,94,67,60,85,438.471497
3/29/13,94,79,53,53,81,95,42,89,60,35,88,437.126556
3/30/13,98,77,39,62,74,93,36,84,57,26,90,441.893677
3/31/13,99,81,42,37,70,100,44,82,54,31,87,456.234924
1/1/14,97,74,26,65,65,71,44,68,47,22,81,554.481689
1/2/14,95,81,42,48,83,67,44,82,45,36,83,550.436829
1/3/14,95,78,39,50,80,68,48,85,46,30,84,556.573853
1/4/14,96,74,28,60,70,68,36,76,48,29,85,567.303589
1/5/14,95,77,34,59,66,73,38,74,48,36,81,568.484192
1/6/14,95,86,62,49,86,67,49,84,44,76,81,563.009705
1/7/14,96,90,67,47,89,68,47,88,48,61,81,562.979797
1/8/14,97,94,73,45,90,67,49,90,48,76,88,559.39325
1/9/14,97,94,79,45,89,69,48,92,47,49,87,572.553955
1/10/14,98,87,73,47,88,71,53,92,48,54,88,572.165405
1/11/14,95,74,33,57,69,69,46,80,51,41,88,575.951172
1/12/14,97,83,43,56,65,70,44,76,50,43,83,573.116821
1/13/14,96,91,83,41,90,67,47,90,44,78,83,579.677246
1/14/14,98,93,83,40,88,69,53,91,47,73,84,580.334778
1/15/14,97,95,84,42,88,70,49,91,46,71,87,577.883972
1/16/14,99,94,85,41,89,69,55,93,47,67,95,559.81665
1/17/14,98,85,76,45,86,71,48,93,48,49,100,548.558838
1/18/14,96,75,33,55,70,72,42,83,50,32,100,559.408203
1/19/14,96,80,37,49,65,73,45,77,51,49,97,551.39325
1/20/14,95,90,55,43,89,68,49,91,45,63,91,565.575073
1/21/14,96,94,78,37,89,70,52,92,49,52,90,588.279968
1/22/14,98,96,81,38,91,71,54,91,47,83,92,564.598755
1/23/14,96,93,82,43,88,68,49,91,50,76,91,566.954895
1/24/14,97,85,75,43,97,69,52,92,51,49,89,569.465515
1/25/14,95,74,35,56,76,67,39,80,51,35,92,577.814209
1/26/14,96,82,41,55,72,68,42,76,53,42,87,586.521545
1/27/14,96,92,75,35,100,65,41,89,45,77,88,584.274963
1/28/14,97,92,78,40,95,68,47,89,49,95,86,592.867798
1/29/14,97,93,81,40,90,67,48,90,51,100,90,591.129272
1/30/14,98,92,84,38,89,68,49,94,100,72,92,597.709656
1/31/14,96,83,74,44,85,67,43,92,74,71,87,599.154236
2/1/14,96,73,35,51,69,67,44,82,64,43,92,603.179138
2/2/14,94,79,43,51,64,67,33,76,61,57,86,598.92511
2/3/14,95,90,83,35,88,64,43,85,51,60,84,599.806763
2/4/14,97,95,88,42,91,67,47,91,50,82,90,599.6474
2/5/14,98,94,79,39,91,67,51,90,50,83,92,603.991089
2/6/14,95,85,79,31,89,67,52,89,47,82,86,607.722107
2/7/14,99,86,75,44,88,70,51,94,50,70,89,607.806763
2/8/14,96,74,35,61,70,69,42,80,50,44,88,607.328613
2/9/14,96,81,45,54,66,69,40,75,52,41,85,605.555237
2/10/14,96,93,88,43,91,65,46,88,47,90,86,599.099426
2/11/14,98,95,91,44,93,67,48,91,49,75,84,605.186584
2/12/14,95,97,89,53,90,68,58,89,48,71,81,606.855347
2/13/14,96,95,84,48,91,64,53,90,47,57,81,607.527832
2/14/14,97,89,67,53,86,65,40,89,45,49,80,605.126831
2/15/14,95,75,33,65,70,66,34,78,46,37,85,603.522827
2/16/14,96,81,39,63,66,67,39,77,52,38,81,597.754456
2/17/14,94,95,65,56,89,65,45,87,47,57,79,601.395813
2/18/14,95,100,81,48,91,68,51,89,52,55,79,592.309875
2/19/14,95,98,87,46,89,66,47,89,52,70,80,584.210266
2/20/14,97,94,86,49,89,68,52,92,54,69,83,593.824219
2/21/14,96,86,76,51,84,67,46,92,54,62,87,603.368408
2/22/14,95,75,36,67,68,65,40,80,51,46,94,597.385864
2/23/14,95,82,48,63,64,67,44,76,55,58,93,596.344727
2/24/14,97,95,97,47,91,65,45,91,54,69,87,589.311096
2/25/14,96,98,98,47,91,65,50,92,52,82,87,576.802979
2/26/14,99,100,98,49,91,67,48,91,55,74,92,577.196533
2/27/14,98,95,98,55,88,69,55,94,57,74,91,563.87146
2/28/14,97,89,86,61,86,69,60,93,54,70,87,556.930969
3/1/14,95,76,39,73,67,68,38,81,54,32,90,558.456787
3/2/14,93,82,49,67,64,71,47,78,57,57,86,555.445007
3/3/14,95,94,92,56,86,66,55,88,53,56,82,565.607117
3/4/14,96,96,100,54,88,66,52,91,48,65,83,565.447571
3/5/14,97,97,97,52,90,67,48,91,52,66,84,568.180054
3/6/14,98,97,97,57,90,68,47,96,57,73,85,541.652893
3/7/14,97,88,86,60,88,66,50,96,52,55,82,536.676575
3/8/14,97,76,37,75,70,67,37,85,48,38,84,553.380676
3/9/14,96,83,48,66,66,69,38,78,51,71,80,562.595398
3/10/14,97,96,93,51,94,68,49,94,50,76,78,539.468872
3/11/14,98,97,94,54,94,72,55,95,47,84,80,529.147217
3/12/14,98,95,94,48,92,72,46,93,46,95,82,531.061951
3/13/14,97,95,95,57,91,74,50,94,48,83,80,534.971252
3/14/14,97,88,82,60,88,76,47,95,52,49,80,555.016174
3/15/14,94,75,35,77,68,68,34,84,52,35,83,534.632141
3/16/14,93,81,48,71,65,71,37,78,49,66,82,527.172668
3/17/14,95,95,92,57,90,69,100,92,48,66,79,533.345703
3/18/14,97,96,92,68,92,76,56,94,47,87,80,525.497253
3/19/14,98,98,92,74,91,94,55,94,48,78,81,523.722107
3/20/14,100,95,94,81,91,100,54,95,50,75,82,514.766724
3/21/14,99,87,78,78,88,90,44,96,51,41,82,515.73407
3/22/14,94,74,36,100,69,81,39,84,51,44,84,526.255188
3/23/14,94,79,48,91,65,79,40,76,51,50,83,525.218018
3/24/14,94,92,89,71,90,76,51,91,45,75,80,529.895203
3/25/14,96,94,90,66,93,73,46,93,46,69,98,526.484558
3/26/14,97,95,92,72,93,73,46,92,49,75,94,526.364868
3/27/14,96,92,88,66,90,70,43,91,50,62,79,513.729553
3/28/14,94,84,77,71,88,68,56,94,50,59,81,508.563751
3/29/14,94,72,37,88,69,69,42,80,49,41,84,509.600891
3/30/14,93,76,48,85,65,66,48,74,44,49,79,517.309753
3/31/14,94,90,90,59,92,66,45,100,45,72,77,528.469116
1/1/15,94,67,17,100,60,58,46,53,93,5,84,531.630432
1/2/15,92,66,25,86,72,59,47,64,98,6,89,525.208069
1/3/15,93,67,24,93,65,60,40,60,97,6,90,518.556274
1/4/15,93,70,29,89,63,61,42,59,95,12,89,523.373108
1/5/15,95,82,64,72,90,60,55,73,94,60,90,512.463013
1/6/15,99,89,73,70,88,62,64,73,100,72,93,500.585632
1/7/15,97,92,70,66,90,61,64,74,95,69,89,499.727997
1/8/15,99,92,74,73,90,62,67,76,91,68,90,501.30368
1/9/15,97,86,74,77,85,63,65,75,91,71,90,494.811493
1/10/15,95,71,29,93,68,61,48,62,91,11,91,491.201416
1/11/15,93,77,38,89,63,60,46,60,92,17,89,494.821472
1/12/15,96,94,82,66,93,62,62,78,88,79,91,499.498627
1/13/15,98,94,87,70,94,64,60,78,84,83,100,500.416107
1/14/15,98,96,84,69,92,64,61,79,83,81,100,506.688873
1/15/15,99,95,88,67,91,64,60,79,78,83,94,505.512115
1/16/15,96,86,80,68,86,65,56,78,78,72,85,516.621643
1/17/15,95,71,29,89,68,62,46,66,80,12,86,532.926819
1/18/15,93,76,31,85,64,64,44,60,81,12,84,538.471619
1/19/15,95,88,50,68,91,61,55,77,78,27,81,533.744629
1/20/15,98,92,82,63,94,64,58,78,77,80,81,517.210022
1/21/15,97,95,87,60,93,64,56,78,87,86,83,508.603638
1/22/15,99,93,87,60,93,67,64,80,92,87,91,509.26181
1/23/15,97,85,78,62,88,65,59,79,94,80,89,533.056519
1/24/15,94,70,29,76,68,63,50,66,94,13,90,527.03302
1/25/15,94,77,37,78,65,65,49,61,92,17,89,527.790955
1/26/15,96,89,78,58,91,63,57,77,81,79,84,521.328674
1/27/15,97,92,76,57,93,64,66,77,85,76,90,526.135498
1/28/15,98,92,83,56,93,66,67,79,85,88,88,529.546143
1/29/15,99,92,87,57,94,65,70,79,81,89,86,526.384827
1/30/15,96,84,78,61,88,64,62,77,78,84,85,535.469849
1/31/15,93,69,31,78,70,78,46,64,82,13,88,534.502502
2/1/15,94,75,38,73,65,100,44,61,82,18,86,541.443481
2/2/15,95,88,72,57,92,96,62,74,73,70,83,547.506836
2/3/15,98,91,85,54,94,98,74,78,85,90,84,541.353699
2/4/15,99,95,89,56,95,90,65,79,93,97,85,538.22229
2/5/15,99,92,90,54,93,81,64,77,84,99,86,541.383606
2/6/15,98,86,84,61,91,77,62,80,84,93,88,537.474365
2/7/15,93,70,32,77,69,70,54,67,83,14,86,530.453613
2/8/15,93,77,40,72,65,71,50,61,86,22,84,534.622192
2/9/15,96,90,86,46,92,68,63,76,77,85,81,542.38092
2/10/15,97,95,91,54,94,69,63,78,81,98,82,553.959106
2/11/15,98,95,93,58,93,71,67,78,80,99,82,556.871094
2/12/15,98,93,93,57,93,69,61,78,85,97,82,569.775696
2/13/15,95,84,75,66,88,66,66,77,82,68,79,572.069397
2/14/15,93,69,27,78,67,61,44,63,78,11,80,571.80011
2/15/15,92,73,33,74,62,66,44,61,82,14,78,573.754761
2/16/15,94,84,56,62,88,65,56,73,82,31,76,566.130676
2/17/15,95,88,77,61,87,66,66,75,88,69,78,567.29248
2/18/15,99,89,85,61,91,68,59,79,94,81,80,553.490417
2/19/15,96,85,84,60,90,68,65,78,87,77,79,549.670898
2/20/15,95,82,74,68,88,68,64,79,87,74,80,553.989014
2/21/15,91,68,34,83,69,63,50,65,93,14,85,545.821472
2/22/15,91,75,43,79,65,65,49,62,92,23,79,552.99176
2/23/15,96,91,90,69,93,65,54,77,84,92,75,549.331787
2/24/15,98,94,96,63,95,67,60,78,91,96,75,557.968079
2/25/15,100,96,99,66,96,67,60,79,90,97,77,556.462219
2/26/15,99,93,99,65,96,69,98,78,85,98,77,558.825745
2/27/15,96,84,88,76,90,63,100,77,85,90,77,557.279968
2/28/15,93,69,35,95,69,60,54,63,83,15,76,568.628845
3/1/15,93,76,45,86,66,63,65,61,86,25,74,557.255066
3/2/15,97,92,96,64,98,63,87,78,86,95,75,553.649963
3/3/15,97,94,100,64,98,65,78,78,93,97,74,546.838684
3/4/15,96,93,97,66,97,65,73,77,88,97,75,550.518555
3/5/15,100,93,91,70,95,67,85,79,94,88,76,546.499573
3/6/15,96,84,87,73,90,64,68,79,91,91,75,541.074463
3/7/15,93,70,34,93,70,59,51,66,86,15,75,534.063721
3/8/15,95,78,43,88,66,62,46,63,98,24,72,535.295349
3/9/15,97,95,95,63,99,65,60,78,87,95,73,535.549622
3/10/15,100,97,98,64,98,66,68,79,89,96,75,540.127075
3/11/15,99,96,92,64,96,67,64,77,89,93,76,539.299377
3/12/15,99,92,97,64,96,65,65,78,96,96,78,538.531433
3/13/15,96,84,83,70,91,65,56,79,89,78,78,537.693787
3/14/15,92,69,31,92,68,63,49,66,91,13,79,528.937805
3/15/15,92,76,43,83,65,63,48,61,90,22,77,531.07196
3/16/15,97,91,91,61,95,66,58,80,84,87,75,532.33844
3/17/15,99,93,94,61,96,65,66,81,84,91,76,522.615173
3/18/15,99,93,91,64,95,67,64,79,86,88,77,533.914124
3/19/15,97,90,92,62,92,65,58,78,81,91,75,532.507996
3/20/15,97,83,79,71,88,68,57,81,89,76,76,537.888245
3/21/15,92,68,33,90,66,61,43,67,83,12,77,545.502319
3/22/15,93,75,44,84,63,64,41,62,90,22,76,563.512878
3/23/15,97,93,91,61,95,66,57,79,77,95,76,555.369995
3/24/15,98,94,95,61,95,70,61,80,86,98,76,553.679993
3/25/15,90,100,78,83,100,69,60,76,84,65,75,549.080017
3/26/15,97,90,98,74,93,70,62,83,86,100,75,537.340027
3/27/15,96,84,80,71,88,66,56,78,87,82,74,537.900024
3/28/15,92,71,29,91,66,65,43,67,85,12,75,540.780029
3/29/15,93,74,42,84,62,63,40,61,86,20,73,530.799988
3/30/15,93,89,86,62,93,66,53,79,78,76,72,524.219971
3/31/15,99,90,87,63,93,69,64,100,92,78,75,530.700012
1/1/16,86,67,14,100,52,85,54,59,44,4,72,538.219971
1/2/16,86,67,17,83,60,89,55,67,44,5,80,535.700012
1/3/16,86,69,22,77,60,90,56,66,48,9,79,529.039978
1/4/16,92,82,52,62,87,88,75,89,45,57,81,529.619995
1/5/16,95,91,64,60,89,91,79,92,49,77,85,538.400024
1/6/16,97,93,69,62,87,95,85,92,48,84,86,533.849976
1/7/16,97,94,74,64,89,95,82,95,50,86,84,741.840027
1/8/16,94,87,73,65,86,95,84,94,48,84,84,742.580017
1/9/16,87,73,21,80,64,86,61,74,48,10,82,743.619995
1/10/16,85,76,27,77,60,86,61,69,46,15,78,726.390015
1/11/16,96,93,73,60,91,89,78,92,47,82,80,714.469971
1/12/16,99,98,78,61,92,92,93,97,47,85,87,716.030029
1/13/16,99,98,79,62,93,94,93,97,49,86,86,726.070007
1/14/16,96,95,82,68,89,96,86,96,52,88,84,700.559998
1/15/16,94,87,74,68,84,91,86,97,54,80,86,714.719971
1/16/16,85,72,21,82,64,87,58,74,46,10,87,694.450012
1/17/16,84,76,23,78,59,88,60,68,47,10,80,701.789978
1/18/16,90,92,39,65,89,91,78,95,51,23,80,698.450012
1/19/16,96,99,77,61,93,94,95,99,51,85,83,706.590027
1/20/16,96,99,79,62,91,97,97,96,49,84,82,725.25
1/21/16,98,98,82,65,91,100,92,98,52,90,85,711.669983
1/22/16,96,89,74,68,86,95,96,97,51,79,85,713.039978
1/23/16,84,72,22,76,64,89,74,74,48,11,82,699.98999
1/24/16,84,77,28,73,60,91,68,69,50,15,79,730.960022
1/25/16,93,95,72,60,90,96,91,94,50,81,80,742.950012
1/26/16,99,98,79,63,90,97,97,99,52,86,83,752
1/27/16,97,99,80,60,93,97,94,100,52,88,85,764.650024
1/28/16,97,97,85,62,93,97,100,98,54,90,87,726.950012
1/29/16,93,89,76,65,88,95,96,96,53,86,100,708.01001
1/30/16,87,71,23,79,66,87,70,76,51,10,96,683.570007
1/31/16,86,76,30,70,63,92,65,71,53,15,88,682.73999
