date,Microsoft,Glasses,Phone,Office 10,Band,Hologram,Surface,Office,Silverlight,Outlook,Price
1/6/17,81,38,89,90,69,27,81,83,53,65,62.580002
1/7/17,68,37,88,73,81,0,71,74,55,43,62.299999
1/8/17,67,62,82,86,80,29,85,80,66,39,62.299999
1/9/17,87,50,87,90,80,25,82,95,55,72,62.84
1/10/17,91,65,82,89,79,0,88,96,58,75,62.639999
1/11/17,90,75,83,90,70,0,85,97,51,75,62.619999
1/12/17,90,29,86,86,55,0,82,93,51,70,63.189999
1/13/17,82,74,81,87,72,26,73,87,60,69,62.610001
1/14/17,66,50,74,87,76,0,71,75,56,39,62.700001
1/15/17,67,41,73,94,84,0,80,79,63,39,62.529999
1/16/17,83,64,86,96,73,25,75,93,56,68,62.5
1/17/17,92,86,86,95,69,0,84,100,65,74,62.299999
1/18/17,89,75,91,100,82,0,82,97,52,76,62.740002
1/19/17,88,29,84,89,66,0,81,92,54,72,62.959999
1/20/17,81,22,81,79,67,0,74,84,53,63,63.52
1/21/17,66,33,86,86,60,0,67,75,65,43,63.68
1/22/17,67,65,74,87,75,28,77,80,53,35,64.269997
1/23/17,89,43,74,93,68,25,82,95,53,75,65.779999
1/24/17,90,57,73,88,80,25,85,95,53,76,65.129997
1/25/17,89,57,86,90,82,25,82,93,50,74,64.650002
1/26/17,87,44,80,85,83,51,84,90,44,63,63.580002
1/27/17,83,66,80,78,53,26,82,81,52,65,63.169998
1/28/17,65,58,80,80,75,0,69,76,52,39,63.68
1/29/17,66,33,79,87,52,58,76,77,66,39,63.639999
1/30/17,87,57,71,86,70,25,75,93,60,73,63.43
1/31/17,90,43,80,87,70,25,87,94,55,74,63.34
2/1/17,90,57,77,88,62,25,99,92,52,72,64.059998
2/2/17,88,43,83,85,66,100,100,90,54,73,64
2/3/17,82,30,74,85,66,26,83,83,49,69,64.720001
2/4/17,65,37,76,75,73,29,79,72,59,40,64.57
2/5/17,65,24,85,93,49,0,74,78,57,38,64.529999
2/6/17,86,42,89,95,78,24,76,94,49,73,64.519997
2/7/17,90,49,73,93,59,25,83,97,48,74,64.620003
2/8/17,89,21,80,97,60,0,82,95,53,70,64.489998
2/9/17,88,57,76,89,75,37,79,91,53,71,64.360001
2/10/17,80,59,73,81,65,52,73,83,47,65,64.620003
2/11/17,64,62,72,85,64,0,63,70,56,41,64.620003
2/12/17,65,57,73,86,55,28,66,80,47,36,64.230003
2/13/17,85,28,67,87,52,24,65,89,55,70,63.98
2/14/17,85,21,83,86,61,25,75,88,55,68,64.940002
2/15/17,88,43,79,92,50,0,77,90,56,71,64.010002
2/16/17,88,65,74,86,52,25,76,91,49,70,64.25
2/17/17,82,52,80,84,51,0,75,84,46,66,64.269997
2/18/17,65,37,74,85,43,0,71,71,57,39,64.400002
2/19/17,65,33,74,87,71,29,70,77,54,37,64.989998
2/20/17,84,57,81,94,59,0,73,90,56,64,64.730003
2/21/17,88,42,79,94,56,25,78,94,50,67,64.93
2/22/17,88,64,72,95,59,25,77,92,55,70,64.709999
2/23/17,85,43,74,83,51,25,76,88,47,70,64.410004
2/24/17,80,45,83,82,51,26,83,83,53,64,64.75
2/25/17,65,100,69,84,53,0,70,72,44,38,64.639999
2/26/17,66,49,73,86,56,0,70,79,51,35,64.870003
2/27/17,86,43,82,88,74,25,75,90,50,71,64.93
2/28/17,89,43,77,91,65,25,83,92,62,69,64.209999
3/1/17,88,42,82,87,63,0,72,90,55,69,65.029999
3/2/17,88,42,75,92,43,24,75,92,45,68,64.870003
3/3/17,81,37,70,79,59,26,71,82,44,63,64.980003
3/4/17,63,24,72,85,53,28,63,72,47,38,65.099998
3/5/17,65,36,73,86,50,0,65,78,54,35,65.290001
3/6/17,85,28,65,92,54,48,78,96,48,72,65.470001
3/7/17,98,42,82,90,48,0,76,96,57,98,65.709999
3/8/17,88,49,78,95,58,48,73,91,66,70,65.860001
3/9/17,87,28,69,86,58,50,82,89,72,68,65.550003
3/10/17,80,36,62,80,39,25,71,80,57,63,65.730003
3/11/17,63,24,69,80,50,0,72,73,62,38,65.559998
3/12/17,64,32,65,85,55,0,65,77,71,35,65.730003
3/13/17,84,42,70,87,69,49,69,90,58,68,65.68
3/14/17,88,35,71,90,43,24,72,94,66,67,65.529999
3/15/17,88,35,69,91,54,0,72,91,94,69,65.480003
3/16/17,85,63,69,86,53,24,74,89,89,67,65.230003
3/17/17,79,44,69,90,55,26,69,82,91,62,64.949997
3/18/17,63,24,65,79,49,28,62,71,100,37,65.480003
3/19/17,64,24,68,86,71,28,69,75,97,36,65.389999
3/20/17,86,28,71,85,40,24,75,92,85,66,65.040001
3/21/17,100,28,92,89,47,0,80,96,90,100,65.5
3/22/17,91,42,78,92,39,24,80,93,74,73,66.400002
3/23/17,87,36,71,85,48,0,83,89,71,69,67.529999
3/24/17,80,59,70,82,53,0,76,80,70,66,67.919998
3/25/17,61,25,64,81,58,44,67,67,59,33,67.830002
3/26/17,63,33,61,88,64,29,68,76,65,33,68.269997
3/27/17,83,21,76,81,44,24,72,88,76,69,68.459999
3/28/17,87,42,72,90,39,25,78,91,62,71,69.410004
3/29/17,86,50,75,86,51,25,73,90,64,69,69.300003
3/30/17,85,65,84,81,50,25,80,87,63,65,69.080002
3/31/17,81,52,90,78,53,26,75,79,68,64,68.809998
