date,Amazon,Amazon Error,Amazon Kindle,Amazon Order,Amazon Recall,Amazon Sucks,Amazon Echo,Amazon mp3,Amazon dvd,Amazon india,Amazon music,Price
1/23/16,86,52,16,57,0,0,55,100,74,71,72,37.080002
1/24/16,82,0,13,54,0,22,54,87,80,48,72,36.849998
1/25/16,81,34,18,31,0,28,57,71,60,38,57,37.43
1/26/16,80,66,15,61,48,0,56,65,62,33,69,37.049999
1/27/16,79,0,12,69,0,0,56,65,60,30,71,37.669998
1/28/16,85,0,18,74,37,52,46,74,53,30,73,38.700001
1/29/16,94,0,23,40,0,21,43,73,53,29,74,37.389999
1/30/16,82,25,17,46,38,21,58,95,67,33,72,37.16
1/31/16,77,0,25,80,0,0,56,86,74,30,88,38.27
2/1/16,77,67,18,30,0,0,57,61,57,29,73,38.98
2/2/16,77,33,17,59,0,0,56,62,57,30,60,39.099998
2/3/16,79,0,22,33,36,21,57,72,54,29,67,38.720001
2/4/16,85,0,24,50,0,20,46,66,58,28,65,38.849998
2/5/16,92,25,19,45,0,20,43,76,58,27,68,39.310001
2/6/16,82,26,21,45,36,0,57,82,69,29,77,40.139999
2/7/16,79,26,19,65,0,22,56,69,81,29,68,40.060001
2/8/16,78,0,37,30,0,0,56,76,58,31,58,40.330002
2/9/16,77,64,41,71,0,26,56,61,61,32,59,41.509998
2/10/16,77,0,100,60,0,20,55,70,59,28,63,41.259998
2/11/16,86,24,87,27,0,0,45,60,59,28,65,41
2/12/16,89,0,58,51,0,21,45,76,57,27,75,40.779999
2/13/16,77,26,38,28,0,21,65,71,69,30,73,40.880001
2/14/16,78,27,39,48,0,0,61,86,69,26,59,38.830002
2/15/16,75,0,26,38,0,42,55,63,58,29,57,39.139999
2/16/16,76,0,22,38,97,55,61,66,54,28,62,38.849998
2/17/16,74,0,31,80,0,42,57,66,55,28,58,37.689999
2/18/16,82,0,22,56,0,20,46,66,54,35,70,37.049999
2/19/16,88,0,19,50,0,21,46,61,60,34,69,38.580002
2/20/16,80,26,26,62,0,0,60,80,74,35,75,38.360001
2/21/16,75,54,34,85,0,22,57,95,68,31,67,38.099998
2/22/16,74,68,22,75,0,28,59,59,55,31,62,38.84
2/23/16,72,0,18,52,0,27,56,65,46,29,67,38.810001
2/24/16,70,51,27,79,0,21,57,57,58,27,58,37.82
2/25/16,78,25,42,68,0,21,46,68,57,27,62,38.080002
2/26/16,85,0,59,73,0,21,47,74,52,27,62,37.779999
2/27/16,75,0,45,61,36,20,58,83,69,31,72,37.849998
2/28/16,74,0,47,29,0,0,56,70,75,28,67,38.450001
2/29/16,71,33,53,89,48,41,59,54,57,28,61,38.580002
3/1/16,72,32,40,100,0,26,57,63,52,30,54,39.799999
3/2/16,72,0,40,60,0,20,58,67,51,30,54,39.490002
3/3/16,79,49,35,55,0,0,75,67,51,31,60,38.98
3/4/16,84,24,54,55,0,40,100,58,55,30,64,39.009998
3/5/16,74,0,45,50,36,20,76,77,67,32,67,39.369999
3/6/16,74,52,44,41,38,43,62,80,70,32,59,39.34
3/7/16,72,100,35,44,95,54,60,58,55,32,53,39.810001
3/8/16,71,32,43,57,47,27,58,58,52,32,58,39.790001
3/9/16,72,24,34,38,0,40,55,55,50,38,64,40.419998
3/10/16,77,0,28,81,0,0,46,61,51,35,62,41.189999
3/11/16,84,25,23,83,0,20,45,58,47,35,68,41.529999
3/12/16,75,0,28,33,0,0,54,82,59,43,64,41.68
3/13/16,74,53,31,65,38,44,57,70,64,43,62,41.66
3/14/16,72,33,27,37,0,0,57,58,49,40,56,41.860001
3/15/16,73,0,28,58,0,53,58,61,54,40,54,41.68
3/16/16,72,48,27,76,0,0,55,54,55,45,58,42.27
3/17/16,78,49,22,49,0,20,47,61,47,40,55,42.41
3/18/16,85,25,16,94,0,0,49,72,54,41,68,45.200001
3/19/16,75,0,27,67,0,0,59,79,70,45,69,45.07
3/20/16,72,27,28,36,0,22,56,81,68,43,63,44.990002
3/21/16,71,0,21,60,0,0,58,54,58,42,60,44.639999
3/22/16,72,0,27,50,0,0,58,57,54,42,57,44.950001
3/23/16,69,0,15,38,0,20,53,67,54,44,57,44.77
3/24/16,75,24,19,65,35,0,49,66,55,39,64,44.75
3/25/16,81,0,30,65,0,0,47,66,59,45,61,56.810001
3/26/16,73,0,24,39,0,20,59,78,62,47,62,62.779999
3/27/16,71,26,26,17,38,21,56,69,65,50,59,62.599998
3/28/16,69,0,24,65,0,26,56,76,56,51,56,61.330002
3/29/16,68,0,26,78,0,52,56,65,54,50,58,62.040001
3/30/16,67,24,28,32,68,39,54,54,55,50,53,61.18
3/31/16,70,0,22,38,0,20,46,46,56,42,56,62.189999
1/1/17,79,34,21,31,0,0,49,100,94,52,85,63.23
1/2/17,73,35,24,33,0,39,55,84,100,52,83,60.82
1/3/17,72,0,23,85,0,0,55,74,71,51,78,61.830002
1/4/17,72,0,22,28,0,50,57,80,64,49,75,62.849998
1/5/17,71,33,23,21,0,37,58,72,75,49,76,60.919998
1/6/17,69,99,17,26,24,0,55,78,67,48,76,61.560001
1/7/17,76,68,26,37,0,0,45,86,82,52,80,61.700001
1/8/17,80,0,23,68,0,0,47,90,98,51,73,60.580002
1/9/17,73,41,23,82,0,68,58,68,74,48,67,63.220001
1/10/17,71,0,26,52,0,53,55,62,64,49,69,62.169998
1/11/17,83,0,19,53,0,0,85,77,66,51,68,63.299999
1/12/17,80,0,34,85,0,40,87,81,64,55,70,68.300003
1/13/17,81,32,18,30,0,36,82,80,70,45,70,68.879997
1/14/17,87,100,21,31,0,0,84,81,79,51,78,69
1/15/17,93,33,21,41,24,0,76,92,88,55,72,69.349998
1/16/17,87,0,25,71,51,0,93,77,67,51,60,68.550003
1/17/17,84,0,20,56,33,49,84,66,59,49,66,69.629997
1/18/17,85,0,31,54,0,0,85,65,60,51,63,69.860001
1/19/17,82,65,24,65,0,36,87,64,53,53,64,69.139999
1/20/17,85,0,26,50,0,72,75,78,62,95,68,68.580002
1/21/17,85,0,28,55,0,72,65,99,71,100,67,70.419998
1/22/17,90,66,27,67,49,37,68,98,80,87,60,73.650002
1/23/17,88,35,30,43,0,0,74,64,55,66,58,72.290001
1/24/17,84,46,18,70,0,0,85,66,66,53,58,72.040001
1/25/17,80,87,24,93,0,0,85,66,65,52,61,73.239998
1/26/17,81,0,25,24,0,70,82,72,54,53,65,71.169998
1/27/17,83,0,19,64,0,35,87,69,56,50,73,70.07
1/28/17,84,33,26,46,0,73,72,73,74,56,67,70.889999
1/29/17,91,34,37,85,0,0,68,83,82,52,68,71.940002
1/30/17,85,41,31,50,59,67,85,62,68,47,64,72.400002
1/31/17,83,46,23,64,100,51,83,72,58,49,61,71.830002
2/1/17,78,0,35,61,0,48,87,67,59,46,63,69.809998
2/2/17,78,0,44,70,0,36,83,67,58,50,69,69.099998
2/3/17,79,32,58,59,0,35,88,70,55,51,70,69.669998
2/4/17,84,32,100,49,0,35,67,89,80,53,73,68.860001
2/5/17,92,33,77,76,0,0,74,81,80,51,59,68.660004
2/6/17,82,35,62,81,0,39,90,68,66,49,55,67.480003
2/7/17,81,0,43,83,0,50,88,65,62,48,59,68.139999
2/8/17,81,45,47,77,0,0,89,72,60,48,63,68.889999
2/9/17,79,32,42,64,0,0,85,77,64,48,57,68.410004
2/10/17,85,0,28,43,23,34,85,75,60,49,64,69.610001
2/11/17,85,0,30,77,23,35,72,87,75,54,69,69.449997
2/12/17,91,62,32,53,23,0,73,89,84,53,66,68.730003
2/13/17,86,67,38,62,0,74,82,55,60,48,60,68.970001
2/14/17,85,43,33,40,0,47,89,70,60,51,62,72.07
2/15/17,85,42,31,64,0,46,86,72,64,46,58,70.279999
2/16/17,82,31,34,47,0,0,90,71,52,47,65,70.730003
2/17/17,82,62,26,48,0,0,88,76,61,49,70,72.790001
2/18/17,86,0,24,49,0,35,71,88,70,57,66,75.099998
2/19/17,90,67,31,62,0,0,72,80,72,55,62,73.690002
2/20/17,82,34,25,53,50,38,96,66,61,51,58,73.790001
2/21/17,82,0,29,48,0,49,91,67,58,55,58,73.32
2/22/17,82,44,25,48,33,49,92,65,65,52,63,73.349998
2/23/17,81,0,21,47,0,0,93,68,54,49,65,71.629997
2/24/17,82,31,21,52,0,34,87,74,70,54,70,71.739998
2/25/17,85,0,28,71,22,0,76,85,70,60,64,69.25
2/26/17,94,32,23,25,23,70,73,82,78,59,65,86.18
2/27/17,84,0,27,52,0,38,91,63,66,52,59,84.010002
2/28/17,82,44,29,55,0,0,96,71,54,56,100,84.040001
3/1/17,79,0,20,61,32,0,94,69,56,55,57,82.699997
3/2/17,80,65,37,40,0,72,89,73,53,53,59,78.540001
3/3/17,79,0,23,53,0,0,91,77,58,54,67,77.309998
3/4/17,81,0,25,52,22,34,74,93,76,62,66,79.709999
3/5/17,83,32,26,58,23,35,74,89,84,62,64,76.800003
3/6/17,80,66,25,67,24,0,78,65,60,57,59,79
3/7/17,82,43,27,59,0,0,92,70,64,57,61,79.139999
3/8/17,80,83,32,64,0,0,94,65,53,54,57,77.779999
3/9/17,80,91,25,75,67,100,88,66,59,56,67,74.110001
3/10/17,79,0,29,56,0,67,85,71,59,57,64,74.779999
3/11/17,83,94,26,72,0,34,70,88,71,60,67,74.870003
3/12/17,88,0,30,60,0,71,76,95,75,53,59,73.449997
3/13/17,81,34,30,68,0,38,88,61,61,50,55,72.379997
3/14/17,82,44,33,48,0,49,89,69,54,54,57,72.790001
3/15/17,80,43,36,73,0,47,93,62,55,56,56,75.019997
3/16/17,81,31,27,56,22,0,91,64,51,60,53,74.699997
3/17/17,80,0,25,95,0,34,100,67,61,57,58,77.489998
3/18/17,90,31,29,43,0,0,78,97,70,64,65,78.5
3/19/17,93,31,33,64,0,35,75,87,73,62,56,77.300003
3/20/17,84,33,25,51,25,0,94,71,62,61,54,79.25
3/21/17,85,0,28,67,0,48,89,75,60,60,57,78.650002
3/22/17,84,43,38,100,0,48,90,64,58,61,49,76.220001
3/23/17,84,61,24,80,0,67,88,72,47,77,57,79.050003
3/24/17,81,31,27,43,0,0,93,71,60,63,62,78.68
3/25/17,86,0,28,79,46,0,80,77,66,73,60,79.910004
3/26/17,94,0,26,29,0,35,76,78,70,66,54,82.699997
3/27/17,88,33,22,67,0,37,91,66,50,59,57,83.75
3/28/17,84,0,26,34,32,0,93,58,51,61,56,86.209999
3/29/17,84,44,30,75,32,0,96,74,57,63,58,84.519997
3/30/17,84,0,21,68,0,0,93,61,55,68,55,83.339996
3/31/17,83,32,32,19,0,0,97,76,57,56,64,86.279999
